included,category,dataset,mean,lower,upper,LR
6,TFN,BrightKite,0.052156122162036855,0.03828151837077303,0.06868448478813426,USLR
6,TFN,Gowalla,0.0665813244583584,0.05574479033243135,0.07883888570140035,USLR
6,TFN,Weeplace,0.07595802306104645,0.06866935326817887,0.08352493171640925,USLR
7,CB-1D-MFN,BrightKite,0.03350855690950471,0.024627667847065094,0.04338069342218991,USLR
7,CB-1D-MFN,Gowalla,0.056857349341477584,0.046620044913299144,0.06818441440034448,USLR
7,CB-1D-MFN,Weeplace,0.04065458589087612,0.03562712928000791,0.04614345783989055,USLR
7,CB-1H-MFN,BrightKite,0.046421726590015894,0.03320632412594602,0.06298823466575035,USLR
7,CB-1H-MFN,Gowalla,0.0672601488566195,0.05629335726462768,0.07888470443927548,USLR
7,CB-1H-MFN,Weeplace,0.06754169723850624,0.06062057704499883,0.07501390274671402,USLR
7,SW-24H-MFN,BrightKite,0.029229002966924305,0.020892649941441382,0.03854266735945845,USLR
7,SW-24H-MFN,Gowalla,0.05983117116936538,0.04956449417383636,0.07129827673006238,USLR
7,SW-24H-MFN,Weeplace,0.03835559114536424,0.033557430738511286,0.04348362820333922,USLR
7,TFN,BrightKite,0.038128107220083106,0.028684081885477813,0.04876417400972447,USLR
7,TFN,Gowalla,0.06784978290502423,0.05527008228979998,0.08156823095686429,USLR
7,TFN,Weeplace,0.07492936716160135,0.0671234703697793,0.08279323650987384,USLR
8,CB-1D-MFN,BrightKite,0.03554330602911911,0.027726840833197992,0.04422525938405303,USLR
8,CB-1D-MFN,Gowalla,0.05652645873023149,0.046235963416593064,0.06850202227073736,USLR
8,CB-1D-MFN,Weeplace,0.03884970255743002,0.03434266272285291,0.043725215434641675,USLR
8,CB-1H-MFN,BrightKite,0.04712648526296363,0.03604831796861825,0.059531418204331554,USLR
8,CB-1H-MFN,Gowalla,0.06660329844319074,0.05457537993130238,0.07986822217295128,USLR
8,CB-1H-MFN,Weeplace,0.06838398793301509,0.061338883711407166,0.0757395933907497,USLR
8,SW-24H-MFN,BrightKite,0.033458130555760815,0.024856036883909423,0.04253754769316157,USLR
8,SW-24H-MFN,Gowalla,0.0556798992044533,0.045123452715305774,0.06801676673599644,USLR
8,SW-24H-MFN,Weeplace,0.03691092214485749,0.03186297958164415,0.04224565416815758,USLR
8,TFN,BrightKite,0.04518890282186621,0.03433129926067011,0.05697977448733102,USLR
8,TFN,Gowalla,0.0654922883736504,0.055063491886572585,0.07710036499526994,USLR
8,TFN,Weeplace,0.07121106178305216,0.06450614986694381,0.07816171547516297,USLR
9,CB-1D-MFN,BrightKite,0.03521752047425786,0.02611750921980229,0.04561299152002251,USLR
9,CB-1D-MFN,Gowalla,0.05735926800253518,0.047638349399922064,0.06802791702566754,USLR
9,CB-1D-MFN,Weeplace,0.03828642700844139,0.033379670542333116,0.04365390860980462,USLR
9,CB-1H-MFN,BrightKite,0.03939563108417184,0.03002324401575463,0.049891477716756935,USLR
9,CB-1H-MFN,Gowalla,0.06024926450328437,0.049942981930141024,0.07159302457374077,USLR
9,CB-1H-MFN,Weeplace,0.06500436564644604,0.05911248545816014,0.07123993789248759,USLR
9,SW-24H-MFN,BrightKite,0.031140519009716833,0.022823549829912988,0.04114591876768072,USLR
9,SW-24H-MFN,Gowalla,0.054674239701260306,0.04441558377091746,0.06569265477700441,USLR
9,SW-24H-MFN,Weeplace,0.03504671080681669,0.030864650660482024,0.03950614352529673,USLR
9,TFN,BrightKite,0.036603521240026735,0.02830274089538232,0.04574952481026737,USLR
9,TFN,Gowalla,0.06537044495729491,0.05486200981926773,0.07630463287846666,USLR
9,TFN,Weeplace,0.07169705792491332,0.0649845296860873,0.07870158343479633,USLR
10,CB-1D-MFN,BrightKite,0.028899503960209103,0.019647813915389223,0.041059483658373586,USLR
10,CB-1D-MFN,Gowalla,0.04976894370086994,0.040109226864721945,0.06145440750003821,USLR
10,CB-1D-MFN,Weeplace,0.04221524628188347,0.036557132153289776,0.04835258301334315,USLR
10,CB-1H-MFN,BrightKite,0.040218430840988695,0.031002955996374166,0.050655677159613846,USLR
10,CB-1H-MFN,Gowalla,0.06985160553753585,0.05709884224287446,0.0843608645040653,USLR
10,CB-1H-MFN,Weeplace,0.06458348421544682,0.058465730042695147,0.07100009494657672,USLR
10,SW-24H-MFN,BrightKite,0.030298093442790892,0.02083483306099943,0.04251844450684227,USLR
10,SW-24H-MFN,Gowalla,0.049328420556686695,0.03970501711618139,0.06088170853315775,USLR
10,SW-24H-MFN,Weeplace,0.035119029957156205,0.030316424340656213,0.04029117245071329,USLR
10,TFN,BrightKite,0.0402716256749909,0.029027805712275714,0.05472450245933402,USLR
10,TFN,Gowalla,0.07362970825083205,0.061074210870866244,0.08794968073754594,USLR
10,TFN,Weeplace,0.08164670407454068,0.07428493861338094,0.08945214911599982,USLR
1,CB-1D-MFN,BrightKite,0.13318644729544807,0.09294830337847251,0.178658777663984,SLR
1,CB-1D-MFN,Gowalla,0.11054986633435553,0.08898160935916741,0.1337713168645568,SLR
1,CB-1D-MFN,Weeplace,0.05755506091443902,0.04697472216878124,0.06929110139444193,SLR
1,CB-1H-MFN,BrightKite,0.14564230618693239,0.10517190955194107,0.19045106740554366,SLR
1,CB-1H-MFN,Gowalla,0.1202927292215855,0.09883046088772726,0.14357064964251673,SLR
1,CB-1H-MFN,Weeplace,0.07671796138578858,0.06499894946024126,0.08950884099861181,SLR
1,SW-24H-MFN,BrightKite,0.13203529295222927,0.09192388171158537,0.1778307220611006,SLR
1,SW-24H-MFN,Gowalla,0.11050361904820467,0.08950858843139894,0.13375065527742103,SLR
1,SW-24H-MFN,Weeplace,0.05590105209406802,0.045673780966966865,0.06738603413998559,SLR
1,TFN,BrightKite,0.1253355591191269,0.08648354928547071,0.16936361518219278,SLR
1,TFN,Gowalla,0.1137329399795788,0.0928269546849765,0.1374749591967517,SLR
1,TFN,Weeplace,0.07269659920962242,0.060563846689079506,0.08566569438694481,SLR
2,CB-1D-MFN,BrightKite,0.12275512926906125,0.08573164240809807,0.16604512000261287,SLR
2,CB-1D-MFN,Gowalla,0.07687079906790056,0.06251023480806259,0.0923128637754925,SLR
2,CB-1D-MFN,Weeplace,0.0476028542096518,0.038803389375985584,0.057430198420265026,SLR
2,CB-1H-MFN,BrightKite,0.15623385044089885,0.11247713509444596,0.20438011282211707,SLR
2,CB-1H-MFN,Gowalla,0.08397870082158868,0.06893629596610092,0.10030938223955277,SLR
2,CB-1H-MFN,Weeplace,0.0617164250167197,0.05304586072320283,0.07133986821666635,SLR
2,SW-24H-MFN,BrightKite,0.12111143643865534,0.08485313678755901,0.16406280822609728,SLR
2,SW-24H-MFN,Gowalla,0.07486191442744573,0.06091093084718595,0.09010069591082889,SLR
2,SW-24H-MFN,Weeplace,0.04683520253412877,0.037906641107617496,0.05688089753770105,SLR
2,TFN,BrightKite,0.12895854111050456,0.08832058771919146,0.17389067368848724,SLR
2,TFN,Gowalla,0.09374398298609898,0.07743840623195582,0.11154299535566797,SLR
2,TFN,Weeplace,0.060424935151635835,0.05183630201334737,0.06967925022227248,SLR
3,CB-1D-MFN,BrightKite,0.1319957062171234,0.09421706855046297,0.17379884135509405,SLR
3,CB-1D-MFN,Gowalla,0.07810186114261704,0.06377454969794331,0.0929678184091702,SLR
3,CB-1D-MFN,Weeplace,0.03978642290888238,0.03382580606524818,0.04630696660834945,SLR
3,CB-1H-MFN,BrightKite,0.14116707361369302,0.10368757236758142,0.18256915311764255,SLR
3,CB-1H-MFN,Gowalla,0.0847329469838015,0.0690871612808981,0.10070901934481147,SLR
3,CB-1H-MFN,Weeplace,0.06497224803428463,0.05671627069462131,0.07373050995357942,SLR
3,SW-24H-MFN,BrightKite,0.11824888209964564,0.08080949896325419,0.16064987515903453,SLR
3,SW-24H-MFN,Gowalla,0.07831930695174481,0.06380591836094052,0.09410768002890009,SLR
3,SW-24H-MFN,Weeplace,0.036499502771730065,0.030571519220131817,0.042938922879279355,SLR
3,TFN,BrightKite,0.09380829167818519,0.06547398110101002,0.12707324966478803,SLR
3,TFN,Gowalla,0.08701889103266211,0.07168491288776911,0.10358244397682424,SLR
3,TFN,Weeplace,0.06116964958961699,0.05329985291065173,0.06965647668078864,SLR
4,CB-1D-MFN,BrightKite,0.10526426687931609,0.07817675369293568,0.13589406774359655,SLR
4,CB-1D-MFN,Gowalla,0.06696357713580203,0.05205206281653413,0.08396771488216977,SLR
4,CB-1D-MFN,Weeplace,0.03589031392767465,0.029730836482887053,0.04253719880672527,SLR
4,CB-1H-MFN,BrightKite,0.09514509217043113,0.07143963632078963,0.12067737937716846,SLR
4,CB-1H-MFN,Gowalla,0.07935291210160102,0.06108745957147237,0.09927162208007119,SLR
4,CB-1H-MFN,Weeplace,0.06003899689280967,0.05259662088798805,0.0678360558292178,SLR
4,SW-24H-MFN,BrightKite,0.10827082803235145,0.07990514942304205,0.14016248868243658,SLR
4,SW-24H-MFN,Gowalla,0.06893009689397823,0.05408045654526596,0.0855367032730532,SLR
4,SW-24H-MFN,Weeplace,0.03402895029579978,0.027815754270044697,0.04059573485216974,SLR
4,TFN,BrightKite,0.06400391087794831,0.04122817236577812,0.09091936801893775,SLR
4,TFN,Gowalla,0.0792704183173155,0.06375188982142861,0.09626178611390158,SLR
4,TFN,Weeplace,0.05649132044139131,0.04933845033851984,0.06460916160781777,SLR
5,CB-1D-MFN,BrightKite,0.10202388369193206,0.07479524187899983,0.13113768150948038,SLR
5,CB-1D-MFN,Gowalla,0.06638068927814154,0.05275442190721657,0.08116214579534747,SLR
