Rank,category,lower_Pi_alters,upper_Pi_alters,mean_Pi_alters,lower_Pi_ego_alters,upper_Pi_ego_alters,mean_Pi_ego_alters,lower_Pi_alters_ratio,upper_Pi_alters_ratio,mean_Pi_alters_ratio,lower_Pi_ego_alters_ratio,upper_Pi_ego_alters_ratio,mean_Pi_ego_alters_ratio,lower_CCE_alters,upper_CCE_alters,mean_CCE_alters,lower_CCE_ego_alters,upper_CCE_ego_alters,mean_CCE_ego_alters,lower_ODLR,upper_ODLR,mean_ODLR,lower_CODLR,upper_CODLR,mean_CODLR
6,non-social co-location network,0.7709595628890757,0.7914087965474995,0.7812061962649719,0.8351745621299664,0.8474725234211782,0.841331483011456,0.9492083611121431,0.9649889312972354,0.9572579874271088,1.0327557354744725,1.0372867659782736,1.0349865591432024,1.8205185012750151,1.9895574726736136,1.9051635327315712,1.407368695824342,1.5157482565581986,1.4611011099795153,0.25339763340463745,0.283322989651872,0.26795636022116814,0.5549805130222685,0.5893744473873403,0.5718719001489753
6,social network,0.807079099346058,0.8222017487441289,0.8145753564114302,0.8405364662503557,0.8520715677927322,0.8463120506027022,0.9963971921836898,1.0060098971546063,1.001299545407117,1.0391854285357907,1.0445994541969974,1.041897305950282,1.6048461572200807,1.7360737399342385,1.6691041532523794,1.374613756272025,1.476074512085379,1.425460303778593,0.33935203210189235,0.3705923508482023,0.35515287297722475,0.7062428131390904,0.7333119580546195,0.7198897786370484
7,non-social co-location network,0.7782725196059423,0.7981079553851539,0.7883634977789654,0.8368535173279767,0.8492629297221918,0.8430589889593262,0.958812424680736,0.973562228965865,0.9664386852643023,1.0349630814360038,1.0396208577016706,1.0372301645572433,1.774983366282929,1.9359301523584085,1.8538212481925886,1.394165223657772,1.5021448457545348,1.4479457578693078,0.2553546375252083,0.28672552349499986,0.2705693759909294,0.5885874630418574,0.622604489404333,0.6052577642477646
7,social network,0.8127511488724796,0.8270106834053725,0.8198888914686723,0.8428180560014529,0.8540457881963764,0.8484257183719301,1.003607655448627,1.0128180847693382,1.0082913453412954,1.0417882558474525,1.0476760929537128,1.0446881365736582,1.5674755388625423,1.6930268138898705,1.6301383654600812,1.3598857997837117,1.4592856917132468,1.4094806155690456,0.34143338490927483,0.37409779644002794,0.3575347223711836,0.7333960321243239,0.7593165346841405,0.7464674273207826
8,non-social co-location network,0.7851675933481659,0.8041598330995992,0.7950142696849788,0.8388976107742011,0.8510025848637213,0.8448992012294831,0.968001073529882,0.9819133944815898,0.975181658822684,1.0372372961650773,1.0421882431473526,1.0396483151655014,1.7299427512592278,1.8860000446008165,1.8071715817116694,1.379896930106402,1.486823203000682,1.4341443496823194,0.24769160106756302,0.28001564283790215,0.2634267763417381,0.6130463425792307,0.6459379433105719,0.6294570080645582
8,social network,0.8174666100209548,0.8309302481122274,0.8242482824480276,0.8445844263524845,0.8558172884493972,0.8501369756009971,1.0094793586437392,1.0182003562358966,1.0139787988119389,1.0440216953426387,1.049948750745945,1.0469309629373669,1.538068061701011,1.659067649022593,1.59793512655148,1.345990098732868,1.4462581156059908,1.3964983216452151,0.330470291194764,0.36305506482659994,0.34681760270488177,0.7553434806813686,0.7800070419431444,0.7678315280808621
9,non-social co-location network,0.7906253670024714,0.8088028881621722,0.7998645155327964,0.840518655824256,0.8524960047077367,0.8464403253014378,0.9743969347969963,0.9881439515845439,0.9815191874196157,1.0391279858271607,1.0442541271465595,1.0416698400750448,1.6967903068842973,1.848739519050401,1.772570734403706,1.3676066692198672,1.4744845234685457,1.4224136322256264,0.2541495061550766,0.2868864658747942,0.2701786021334439,0.6377043427378731,0.6701977605759281,0.6540622629434073
9,social network,0.8208924274348145,0.8341543386586727,0.8275599228444728,0.8460125989348534,0.8570002865846247,0.8515596682767559,1.013960362988509,1.0224008137192773,1.018230248801466,1.0457406513062162,1.0519176136198163,1.0487748670377757,1.5145423534837654,1.632844784760135,1.573050464269687,1.3360757918047985,1.4352765139344301,1.3854469968420056,0.33028863074855785,0.36213260505674766,0.3459661922957125,0.7724517165331037,0.795937153317579,0.784238559515721
10,non-social co-location network,0.7957534453176155,0.8131357235427779,0.8046061056079411,0.8419284559361935,0.8538063674736582,0.8478529521576351,0.980875003566926,0.9939769103121179,0.9877405080577256,1.040930395309137,1.0462655075240854,1.043534572731708,1.6652956879528313,1.8152979613601554,1.7389307539564123,1.3576563236823012,1.4646968851912587,1.4116975177883604,0.25831773835083666,0.2913133372034739,0.27473508782064404,0.6578659266951811,0.6897951216905458,0.673998724988698
10,social network,0.8238383865814013,0.8367927515002296,0.8303480202150353,0.8474513680559768,0.8582927625763341,0.8529072856157103,1.0175858490635186,1.02606236723063,1.0218979269515474,1.0474360114581742,1.053817334200742,1.0505552514733842,1.4950577833392444,1.6116721487209147,1.5521955149136712,1.3260966825178013,1.4244158278766288,1.3751217241715432,0.32244635893695295,0.35367634971754436,0.3378934014273429,0.7871586061604883,0.8102424792461596,0.7988001231716216
