userid_x,userid_y,N_previous,n_prev_match,CE_alter,Pi_alter,meetup,Rank,CCE_alters,Pi_alters,CCE_ego_alter,Pi_ego_alter,CCE_ego_alters,Pi_ego_alters,LZ_entropy,Pi,ODLR,CODLR,category,Pi_alters_ratio,Pi_ego_alters_ratio
00E119C2C33081B5B9F34D1FE95E70A6,79C8B1F462BA6380BAFDDB5B6DE236A6,781,902,2.342712600522724,0.6850721394032054,63,1,2.342712600522724,0.6850721394032054,2.0039683978030594,0.7424361645044487,2.0039683978030594,0.7424361645044487,2.237899656702199,0.7032448079585595,0.8,0.8,social network,0.9741588301119389,1.0557293222820334
00E119C2C33081B5B9F34D1FE95E70A6,043ECA753CD0F4B3E98D6C86FCAB3B6F,242,540,2.7689103928261165,0.6069401681638943,40,2,2.169548916037829,0.7148883417127148,2.0681180658299327,0.7318727208728275,1.9169613754347032,0.756546517406058,2.237899656702199,0.7032448079585595,0.48,0.88,social network,1.0165568712664301,1.075793960857283
00E119C2C33081B5B9F34D1FE95E70A6,F7DF9DEF70547F439AD311BC0FA18C79,156,544,2.5396839532030695,0.6498395223373259,19,3,2.0010058669771977,0.7429207030725814,1.9874664568155045,0.745131463430819,1.8055264194790124,0.7742590479009843,2.237899656702199,0.7032448079585595,0.4,0.88,social network,1.056418326399304,1.1009808236602148
00E119C2C33081B5B9F34D1FE95E70A6,39309E7FF1B649ABC565A31B539C8C34,164,584,2.447095463490398,0.6665809329270821,19,4,1.9401539199922289,0.7528094971020504,2.0275145964158763,0.738574726798937,1.7662140895152636,0.7804124903500663,2.237899656702199,0.7032448079585595,0.28,0.88,social network,1.0704799930018276,1.1097308952987737
00E119C2C33081B5B9F34D1FE95E70A6,87E4488D2C78A334656A3510B003BEB5,167,326,3.4841802540938858,0.45702599039268466,18,5,1.8674140780741386,0.7644715288619465,2.1149857582250573,0.7240681004415631,1.741379451519468,0.7842743604867158,2.237899656702199,0.7032448079585595,0.44,0.92,social network,1.0870631680610927,1.1152223971100135
00E119C2C33081B5B9F34D1FE95E70A6,4206377172C7E943FFD0CBCE3B858D7D,853,714,2.814742841508833,0.5981009239408154,17,6,1.764335051065651,0.7807053745270797,2.1612774246070976,0.7162864726624562,1.6896851790799066,0.792250100927187,2.237899656702199,0.7032448079585595,0.6,0.96,social network,1.1101473707191376,1.1265637399115676
00E119C2C33081B5B9F34D1FE95E70A6,6661FC12031E674CC99F0FC24A1E12F0,190,502,2.7773221277893123,0.6053246659380039,8,7,1.7297774586708274,0.7860717808299013,2.076452188610957,0.7304902810587448,1.6616713414162445,0.7965368693858613,2.237899656702199,0.7032448079585595,0.4,0.96,social network,1.1177782927566564,1.1326594386073296
00E119C2C33081B5B9F34D1FE95E70A6,1516968B278E22D39D6CA981425617A5,473,549,3.078663018744303,0.545339243817023,8,8,1.722075587861495,0.7872626177216729,2.230743112516877,0.7044715123749458,1.6632509197969267,0.7962958177689302,2.237899656702199,0.7032448079585595,0.76,1.0,social network,1.1194716389119284,1.1323166680469172
00E119C2C33081B5B9F34D1FE95E70A6,4B1231E88274540C9D9FEC012D480F21,174,223,4.212185618774611,0.2624094295815787,7,9,1.7018740302193012,0.790377163709842,2.1589322443449435,0.7166824527477202,1.6514441682868535,0.7980956787446474,2.237899656702199,0.7032448079585595,0.32,1.0,social network,1.1239004607857936,1.134876034224027
00E119C2C33081B5B9F34D1FE95E70A6,5016FE112489D0D5CB70C4A37AA66CE7,162,276,3.760700531513323,0.3902350412475496,3,10,1.6807044475765722,0.7936270669891935,2.105949719692041,0.7255785790502915,1.6330677100258129,0.8008882850394179,2.237899656702199,0.7032448079585595,0.32,1.0,social network,1.1285217580105618,1.138847064316488
00E7AEE4CA06B481DEDF59A9BCD6219D,0D309164544F4412EE34FD1E6FCECB09,679,3751,1.4882532369202406,0.8495824531834244,73,1,1.4882532369202406,0.8495824531834244,0.981904254414781,0.90776266087894,0.981904254414781,0.90776266087894,1.0185744661242975,0.9037318603031913,0.27586206896551724,0.27586206896551724,social network,0.9400824409337517,1.004460173147372
00E7AEE4CA06B481DEDF59A9BCD6219D,B134BB646423222E1178E8AB2D25A9A5,950,3307,1.7364458433622132,0.8191955937820831,49,2,1.5103492084570471,0.8469253283027603,1.0340270691647466,0.9020243093725971,0.99432271713961,0.9064010026947426,1.0185744661242975,0.9037318603031913,0.1206896551724138,0.3103448275862069,social network,0.9371422714018591,1.002953467182905
00E7AEE4CA06B481DEDF59A9BCD6219D,4804F45349F52A14D475CE10FE629D6D,521,2989,1.7209980562104519,0.8211212541341326,48,3,1.4605610175705959,0.8528990824494612,0.9975456916722208,0.9060470423680395,0.9810831004199847,0.9078525758912063,1.0185744661242975,0.9037318603031913,0.3103448275862069,0.46551724137931033,social network,0.9437523671715233,1.0045596661676093
00E7AEE4CA06B481DEDF59A9BCD6219D,C136B728FAB4BF584ACD48337A4F22DD,531,2496,1.9915649711769137,0.7867432694902737,44,4,1.4143015653624884,0.8584058627382911,0.9948681069902567,0.9063411221589833,0.9690022586364091,0.9091736411647169,1.0185744661242975,0.9037318603031913,0.5,0.5689655172413793,social network,0.9498457456731758,1.0060214551467732
00E7AEE4CA06B481DEDF59A9BCD6219D,4AD9FB0912792581AA3217422DE1965E,689,2868,1.8582210418767695,0.8038577883874153,39,5,1.4027718034719152,0.8597717998845584,1.012243569566837,0.9044299062987226,0.9667717019009795,0.9094171944751609,1.0185744661242975,0.9037318603031913,0.3103448275862069,0.6206896551724138,social network,0.9513571864071664,1.0062909524624508
00E7AEE4CA06B481DEDF59A9BCD6219D,4BD6F045E7CA0604A9F116E281B132CA,383,3006,1.628346417702202,0.832575666127777,22,6,1.3829224511388218,0.8621171813133416,0.9783643066510246,0.9081501703817648,0.956307174447216,0.9105582954586516,1.0185744661242975,0.9037318603031913,0.1724137931034483,0.6206896551724138,social network,0.9539524046702431,1.0075536068333035
00E7AEE4CA06B481DEDF59A9BCD6219D,FE0C5A3AC44D9393609962161F6F894C,301,785,3.8973770882236116,0.5032637651231936,21,7,1.3693979861777834,0.8637107258545281,0.9872092190361949,0.9071814085430078,0.9487224944568707,0.9113837980814687,1.0185744661242975,0.9037318603031913,0.06896551724137931,0.6206896551724138,social network,0.955715698199202,1.008467044390479
00E7AEE4CA06B481DEDF59A9BCD6219D,050717B62AF792587034C9B41976C99C,638,1151,3.5360962156821927,0.563224891017359,19,8,1.3706503963720866,0.8635633117335108,1.012310191262065,0.9044225652319803,0.9490354285730809,0.9113497650162784,1.0185744661242975,0.9037318603031913,0.20689655172413793,0.6206896551724138,social network,0.955552581098331,1.0084293860244469
00E7AEE4CA06B481DEDF59A9BCD6219D,B005960068F31D5CFDD57E8D6C7CACC2,651,1165,3.5205701809248833,0.5657262465715699,14,9,1.37270158139611,0.8633218106738636,1.0135755893966507,0.9042831117751603,0.9497625044988273,0.9112706833858532,1.0185744661242975,0.9037318603031913,0.13793103448275862,0.6206896551724138,social network,0.9552853546451592,1.0083418803893145
00E7AEE4CA06B481DEDF59A9BCD6219D,8F9B50A9B13F4B3E225B49E8FA5440CE,441,2493,1.9344331971449782,0.7941168569377649,9,10,1.3608443832067783,0.8647166837333153,0.9883090408264531,0.9070608241337281,0.94393457173237,0.9119042265663317,1.0185744661242975,0.9037318603031913,0.20689655172413793,0.7241379310344828,social network,0.9568288136297565,1.0090429104274343
011642B29BED1B0267D40777833289C3,69F64E7AE94C7701C073558D1E673BC5,2641,3301,2.3461051645289994,0.7413692956166031,168,1,2.3461051645289994,0.7413692956166031,1.8831977006610465,0.801933628912648,1.8831977006610465,0.801933628912648,2.049281233474169,0.7806571769964875,0.06666666666666667,0.06666666666666667,social network,0.9496733232748321,1.0272545395637298
011642B29BED1B0267D40777833289C3,075B45F6365A6EB40A2B8E5B7A6D8B45,435,2549,2.2072966905933566,0.7599440612694359,72,2,2.153570310926293,0.7670381427970844,1.833563761430709,0.8081935843531214,1.8023578155610713,0.8121060676796661,2.049281233474169,0.7806571769964875,0.06666666666666667,0.06666666666666667,social network,0.9825543982676221,1.0402851489871336
011642B29BED1B0267D40777833289C3,3BBB73D0CDC7DBFBDFC47260744D69C2,728,2396,2.506972280667019,0.7193950868062587,33,3,1.774759957403533,0.81555116790552,1.9165861074625041,0.797697061160318,1.694089831859686,0.8255403015727634,2.049281233474169,0.7806571769964875,0.65,0.65,social network,1.044698225978379,1.05749402669807
011642B29BED1B0267D40777833289C3,E375F6315F0526E874D30BD4ECBA4EE1,611,1136,3.9823543194104665,0.49300073907916075,30,4,1.71590342814517,0.8228511404615356,1.9561062319538978,0.7926559530974921,1.652963924270168,0.830586081578249,2.049281233474169,0.7806571769964875,0.11666666666666667,0.65,social network,1.054049286560569,1.0639575296980663
011642B29BED1B0267D40777833289C3,6EB615350C8865CDABF242469F909828,641,1925,2.8746485479694144,0.6673243933252626,29,5,1.6521472894216191,0.8306859545847184,1.9089229294897274,0.7986712360788892,1.607017685444165,0.8361857423405867,2.049281233474169,0.7806571769964875,0.45,0.6833333333333333,social network,1.0640854642247861,1.0711305384493366
011642B29BED1B0267D40777833289C3,8A4AF038EB2684281F740098DFD9EA05,727,2699,2.292939643874898,0.7485257513144165,26,6,1.6210975485536132,0.8344739915405708,1.8922406457826668,0.8007882197802245,1.584167026812358,0.8389558348036401,2.049281233474169,0.7806571769964875,0.5666666666666667,0.7333333333333333,social network,1.068937833571375,1.0746789493839688
011642B29BED1B0267D40777833289C3,3215E9B331B3B8E4A8ED716AC4426D7E,752,538,5.882925335333841,0.044839593692436716,21,7,1.6152415615462754,0.8351863833915394,1.9908087208085359,0.7882057070673506,1.5789555435829379,0.8395862192511004,2.049281233474169,0.7806571769964875,0.06666666666666667,0.7333333333333333,social network,1.0698503875988796,1.0754864542222458
011642B29BED1B0267D40777833289C3,7D62C227BF66EA864C741AF0477E5462,1046,3072,2.1899013747836835,0.7622467679184706,20,8,1.593491844279293,0.8378266165906608,1.843225003516421,0.8069786468345137,1.5596548959214278,0.8419163562243356,2.049281233474169,0.7806571769964875,0.2,0.75,social network,1.0732324524500343,1.0784712944849077
011642B29BED1B0267D40777833289C3,27925E969E25A182DB2E605462845416,1156,1335,3.981863184493737,0.49308480165592955,20,9,1.5870710486557158,0.8386043394165794,2.0376915041719923,0.7821583441140796,1.5545744439345541,0.8425285360764361,2.049281233474169,0.7806571769964875,0.7,0.85,social network,1.0742286936284102,1.0792554797459153
011642B29BED1B0267D40777833289C3,0206EAAE5A9ED0F7B71F2D722EB1CB0E,490,1860,2.82105789244452,0.6750774390047205,18,10,1.5623882382009389,0.8415867935513192,1.9217864743370692,0.7970353536428054,1.5362984660843786,0.8447266805726046,2.049281233474169,0.7806571769964875,0.6166666666666667,0.8666666666666667,social network,1.0780491339223361,1.082071241338764
02244C08E9E1B94A1611C6725EAC2122,B31919EFE36160D662D3FBF747023C04,392,289,6.300907664794302,0.24300771728728243,22,1,6.300907664794302,0.24300771728728243,3.205360981720045,0.682916351632191,3.205360981720045,0.682916351632191,3.32942524304063,0.6680126414895632,0.1935483870967742,0.1935483870967742,social network,0.3637771236565425,1.0223105211143833
02244C08E9E1B94A1611C6725EAC2122,8B2604F02D5D3BA22F5FE72C2F7FE99F,1000,428,6.455203483151491,0.21502888383223884,19,2,5.206649800447376,0.41846102950604885,3.270153973685132,0.6751547481747029,3.159737139722539,0.688353069341034,3.32942524304063,0.6680126414895632,0.14838709677419354,0.3032258064516129,social network,0.6264268121826955,1.0304491660608621
02244C08E9E1B94A1611C6725EAC2122,D49153B509D1BBC26AAB3B7FD8CFEA65,370,380,5.75600833024899,0.33441970117302666,18,3,4.557571519855024,0.5103911372009947,3.1331036437564106,0.6915159377141983,3.0164404417904547,0.7052761842038323,3.32942524304063,0.6680126414895632,0.1870967741935484,0.3548387096774194,social network,0.7640441295585405,1.0557826909250958
02244C08E9E1B94A1611C6725EAC2122,26B9871EE3EF46E0FC3FF930E8DA760F,1286,343,7.194291785999727,0.04851553225223208,18,4,4.361262886061077,0.5369071670941695,3.323341440041703,0.6687475844814689,3.0133556970305393,0.7056379518696079,3.32942524304063,0.6680126414895632,0.13548387096774195,0.3870967741935484,social network,0.8037380339044946,1.0563242490383806
02244C08E9E1B94A1611C6725EAC2122,A6086E3A2CB3D3BC6E808DAF26990AE4,461,394,5.902820527659102,0.31072538245768233,15,5,4.122945013715331,0.5683814929297417,3.1791561284645056,0.6860419072773184,2.9462868114497023,0.7134772317208802,3.32942524304063,0.6680126414895632,0.1935483870967742,0.45161290322580644,social network,0.8508543965011506,1.0680594758355741
02244C08E9E1B94A1611C6725EAC2122,C1F196268BF7B030FB603D2215B0C573,596,500,5.643419043838585,0.3522035674254887,14,6,3.919746977056147,0.5946294348375553,3.1606862898823804,0.6882402048440132,2.8833964150779163,0.7207824957349424,3.32942524304063,0.6680126414895632,0.34838709677419355,0.5483870967741935,social network,0.8901469791224685,1.0789952928551032
02244C08E9E1B94A1611C6725EAC2122,724DA0A033FCF4CABCE6963252ED9303,336,258,6.3203385758151995,0.2395464989045883,13,7,3.661607191302566,0.627231007743005,3.21468078964991,0.6818028640029754,2.834405090380017,0.7264427423870679,3.32942524304063,0.6680126414895632,0.11612903225806452,0.5935483870967742,social network,0.9389508053985003,1.0874685556357357
02244C08E9E1B94A1611C6725EAC2122,A328099BCFD882AB666168B65F4F2031,367,464,5.359675244594412,0.39570352716830554,12,8,3.4979074149051925,0.6474896626447162,3.140448952391708,0.6906444434855051,2.7803597651915157,0.7326559527556162,3.32942524304063,0.6680126414895632,0.10967741935483871,0.6064516129032258,social network,0.969277559180491,1.0967695927458927
02244C08E9E1B94A1611C6725EAC2122,61802BA29BFF194D59972B272663BF1A,456,614,4.961801885187474,0.4539642079253611,12,9,3.2710525300872804,0.6750467732262626,3.1042749319142158,0.6949304792608554,2.7108872433644815,0.7405950797955391,3.32942524304063,0.6680126414895632,0.3096774193548387,0.6451612903225806,social network,1.0105299380577806,1.1086542885537742
02244C08E9E1B94A1611C6725EAC2122,833A44CDB350E9EA706611D97C0B5EBC,503,410,5.900471413681662,0.31110930989457475,11,10,3.1573967410641424,0.6886313252182262,3.1364670947097832,0.6911169520366144,2.6488472300263304,0.7476395782891982,3.32942524304063,0.6680126414895632,0.2064516129032258,0.6645161290322581,social network,1.0308657088924045,1.119199745415116
030CB42DD5D872B7D77A377C0F84A57E,70FFB8CA7DDD10939B0519FCBD3A9FD9,363,4918,1.2956535595291698,0.8719551527857085,59,1,1.2956535595291698,0.8719551527857085,1.090537183654238,0.8954361641570557,1.090537183654238,0.8954361641570557,1.1489185848495587,0.8888436304623237,0.2982456140350877,0.2982456140350877,social network,0.9809994951892371,1.0074169780474242
030CB42DD5D872B7D77A377C0F84A57E,726C8EF5FBEE189A6342ED5853BCD4B2,507,5479,1.2491757523072315,0.8773531076412716,58,2,1.1697166835584958,0.8864773932701857,1.0460949967462376,0.9004048858435338,1.014890917738455,0.9038674172809887,1.1489185848495587,0.8888436304623237,0.22807017543859648,0.42105263157894735,social network,0.9973378476134129,1.016902620780272
030CB42DD5D872B7D77A377C0F84A57E,200BA36F64F7A82D814CA9DC67C98C81,528,5127,1.3309043616227412,0.8678315564189366,58,3,1.1438047828354478,0.8894240229342372,1.0869904237242756,0.8958342903607012,1.0032626337502053,0.9051521576450074,1.1489185848495587,0.8888436304623237,0.3508771929824561,0.5263157894736842,social network,1.00065297477759,1.0183480272837202
030CB42DD5D872B7D77A377C0F84A57E,F24F5DDD81C9BC9AF76D904EAC077370,455,4650,1.4104580588753297,0.8584329682364955,57,4,1.1362646246661372,0.8902787735239943,1.0920113017637618,0.8952706126467,0.993390826252145,0.9062404393400711,1.1489185848495587,0.8888436304623237,0.3157894736842105,0.5789473684210527,social network,1.0016146181538412,1.01957240653083
030CB42DD5D872B7D77A377C0F84A57E,7D3AF65D6F28DEC102351E8EA8459292,327,5041,1.2462754082262117,0.8776884753139194,51,5,1.0774485630276969,0.8969040056059768,1.0697598020973054,0.8977645224566383,0.9731731837101518,0.9084623513476235,1.1489185848495587,0.8888436304623237,0.38596491228070173,0.6491228070175439,social network,1.0090683837599879,1.0220721848173624
030CB42DD5D872B7D77A377C0F84A57E,B999BF16233CFE43C5089FBC67269F55,445,3218,1.8959368085945207,0.7983926240915182,43,6,1.0758350230168936,0.8970846986290824,1.1073524553811283,0.8935449096838454,0.9694369630284867,0.9088719392382362,1.1489185848495587,0.8888436304623237,0.2807017543859649,0.6491228070175439,social network,1.0092716737616403,1.022532994656771
030CB42DD5D872B7D77A377C0F84A57E,6C7B1C361ECBDFC029B002C82BACA1EF,1017,5064,1.4853746533596555,0.8494665708986965,32,7,1.0979367010072214,0.8946046802206613,1.1347080475397222,0.8904550748537532,0.9830365926894937,0.9073795293676505,1.1489185848495587,0.8888436304623237,0.5087719298245614,0.7719298245614035,social network,1.0064815109889926,1.0208539480624792
030CB42DD5D872B7D77A377C0F84A57E,66B94A39B67E702A37ADFE66AA3E6484,397,2811,2.065376929438261,0.7763782143144805,26,8,1.0846193115793192,0.8961002960670421,1.0958643120108715,0.894837674857235,0.9748360060694155,0.9082799596039058,1.1489185848495587,0.8888436304623237,0.21052631578947367,0.8070175438596491,social network,1.0081641644897021,1.0218669836577132
030CB42DD5D872B7D77A377C0F84A57E,2700005A78D57ECDAB05B4EA049C3C50,322,2055,2.5071402087612893,0.7164189602276175,14,9,1.0576907784556098,0.8991126502553262,1.082398067878143,0.8963493771147986,0.9614263836206809,0.9097490299061088,1.1489185848495587,0.8888436304623237,0.3157894736842105,0.8245614035087719,social network,1.0115532355085461,1.0235197719006113
030CB42DD5D872B7D77A377C0F84A57E,11BC8EC22178AD94943F91C631622502,284,1470,3.0604827755489117,0.6359013771259181,12,10,1.0498833149348281,0.8999830425868744,1.0874285321320518,0.8957851272632391,0.954516687308529,0.9105043974710466,1.1489185848495587,0.8888436304623237,0.15789473684210525,0.8245614035087719,social network,1.01253247674032,1.0243696036809717
03C818821F1F9D4DAB66F86BADEEFF8F,0CDC06DA2116A6BB5EB82E9C75299B38,563,1553,1.7618626312795036,0.7045841009108164,47,1,1.7618626312795036,0.7045841009108164,0.8812746172231669,0.8813743035234515,0.8812746172231669,0.8813743035234515,0.8769280434024697,0.8821112068497342,0.7777777777777778,0.7777777777777778,social network,0.7987474770069901,0.9991646140298859
03C818821F1F9D4DAB66F86BADEEFF8F,412EE840A8F34F8499E2D44E1EE2F916,515,1562,1.73059279603296,0.711891041043168,41,2,1.5306140361963896,0.7566506327700823,0.8673517078715329,0.8837302506197825,0.8640890122229737,0.8842804524151985,0.8769280434024697,0.8821112068497342,0.6666666666666666,0.7777777777777778,social network,0.8577723839064388,1.0024591520305146
03C818821F1F9D4DAB66F86BADEEFF8F,1C50AC4FA44E23F3431D34868F6631F7,308,2335,1.1333990416104245,0.8364473854803594,40,3,1.0788052560511383,0.8465411700445901,0.8410280222176599,0.8881488311449591,0.8361631372012803,0.8889603044973471,0.8769280434024697,0.8821112068497342,0.6666666666666666,0.7777777777777778,social network,0.9596762443001097,1.0077644378559398
03C818821F1F9D4DAB66F86BADEEFF8F,38ACF25C2A1221E5C30731A1B37BC854,598,1708,1.64646412867948,0.7311264780683394,32,4,1.0620345086484493,0.8496010716008152,0.862779382985512,0.8845010985604723,0.8321639979170036,0.8896261709442806,0.8769280434024697,0.8821112068497342,0.6666666666666666,0.7777777777777778,social network,0.9631450830728908,1.0085192933002003
03C818821F1F9D4DAB66F86BADEEFF8F,9BD8FB6D2A5B57ABFAD296C7D705872A,910,1892,1.6133135703286634,0.7385417740741318,32,5,1.010539962598303,0.8588772401000851,0.9468676622384332,0.8700993399147124,0.852515992396283,0.8862262644865874,0.8769280434024697,0.8821112068497342,0.6666666666666666,0.7777777777777778,social network,0.9736609550255868,1.0046650100405699
03C818821F1F9D4DAB66F86BADEEFF8F,AFFA0F746F67B75D8C58A00B5DE9DE6D,306,1298,1.8365711130211722,0.6867665417859682,29,6,0.9972712735187539,0.8612383767475106,0.8517212756032639,0.886359551184566,0.8441703768347106,0.8876238291035877,0.8769280434024697,0.8821112068497342,0.3333333333333333,0.7777777777777778,social network,0.9763376432130747,1.0062493506612853
03C818821F1F9D4DAB66F86BADEEFF8F,9DF5B06A9A63C901C183352EC6CDD231,512,1184,2.148608815273909,0.6061997993697082,25,7,0.9962874352845005,0.8614129753252437,0.893559300172306,0.8792847142845348,0.8442387388577993,0.8876124002504973,0.8769280434024697,0.8821112068497342,0.6666666666666666,0.7777777777777778,social network,0.9765355758278941,1.0062363944115498
03C818821F1F9D4DAB66F86BADEEFF8F,1E4E14B3CA21B7321B158AACCCBAF0CB,555,1590,1.724713722396278,0.7132551446195261,23,8,0.9786798024533032,0.8645266993812474,0.8705548402915231,0.8831893945911604,0.8358760522665517,0.8890081408796401,0.8769280434024697,0.8821112068497342,0.5555555555555556,0.7777777777777778,social network,0.9800654301499172,1.0078186672795335
03C818821F1F9D4DAB66F86BADEEFF8F,7FA6EC3E1EF46885564F2EA7BEADC176,766,1663,1.7476034493088295,0.7079269051078988,13,9,0.9695253229538235,0.8661373103648213,0.8955426475499842,0.878946399084704,0.8357509327938722,0.8890289875404094,0.8769280434024697,0.8821112068497342,0.6666666666666666,0.8888888888888888,social network,0.981891289487229,1.0078422999696155
03C818821F1F9D4DAB66F86BADEEFF8F,B2C93781E4DE4CD06E5067BCA774AFEF,371,760,2.801085693122086,0.3873210952194666,9,10,0.9645588361563459,0.8670087349162496,0.8701028417466827,0.8832657574913881,0.8322009085374189,0.8896200301825358,0.8769280434024697,0.8821112068497342,0.7777777777777778,0.8888888888888888,social network,0.982879174625363,1.0085123318630285
048D25D1330899B67ACF3F1442878AA9,BB28D039E098337C335D0CE05CDE950A,2007,667,5.2653248832481845,0.3056096533514918,95,1,5.2653248832481845,0.3056096533514918,3.1291028136200056,0.6515674473772822,3.1291028136200056,0.6515674473772822,2.94755933737163,0.6764811050444745,0.0375,0.0375,social network,0.45176376852595146,0.9631716873074314
048D25D1330899B67ACF3F1442878AA9,FE4FFF435C38AC83817A21E4495F6E48,314,906,3.3538407367313288,0.6199483543787013,39,2,3.88273845013058,0.5418926590715804,2.7041144953837963,0.7090389018462702,2.8840370842929692,0.6850693474398866,2.94755933737163,0.6764811050444745,0.1875,0.2,social network,0.8010462598744044,1.0126954653003168
048D25D1330899B67ACF3F1442878AA9,3055F84DB639FC80CC33CBE5CC6518F7,293,803,3.554143487637294,0.5910110072790561,31,3,3.657267552621392,0.5758227934936508,2.747478900628862,0.703309586185151,2.80498689419849,0.6956649753338794,2.94755933737163,0.6764811050444745,0.0875,0.2375,social network,0.8512030701224006,1.0283583239004788
048D25D1330899B67ACF3F1442878AA9,5C0012C9C0CBF314642D70ABA25525DD,564,1122,3.235937870883856,0.6366457423629606,26,4,3.0541740535174084,0.6619169308288421,2.7124444066610924,0.7079406907875172,2.6369452911153877,0.7178539562248225,2.94755933737163,0.6764811050444745,0.4375,0.475,social network,0.9784706858668656,1.0611589161498134
048D25D1330899B67ACF3F1442878AA9,7934F36519AB59CF6258519ABBBA17BD,816,1276,3.145712102227641,0.6492604393342033,23,5,2.7619013829291603,0.7013973937371666,2.679753724906589,0.7122442447327666,2.523435546345865,0.7325876813643486,2.94755933737163,0.6764811050444745,0.55,0.6,social network,1.036832201974147,1.0829388668825946
048D25D1330899B67ACF3F1442878AA9,B6D09EFA112DA9E9E9372C1A23A256F1,632,1087,3.364293102656058,0.6184562607173196,18,6,2.647670769442613,0.7164512064347771,2.7818230651497315,0.698750586899559,2.466697768077709,0.739876041962342,2.94755933737163,0.6764811050444745,0.55,0.6875,social network,1.0590853182627693,1.0937127976600318
048D25D1330899B67ACF3F1442878AA9,0B10CD9DAD90FFF9EB7229FA53085DAF,200,887,3.1298079605269344,0.6514695987100733,15,7,2.5764244741357545,0.7257350313487783,2.7097004794177777,0.7083025713748822,2.4188381525265568,0.7459845755775997,2.94755933737163,0.6764811050444745,0.35,0.7125,social network,1.0728090199963023,1.102742663490292
