Rank,interval,lower,upper,mean,type
5,8.0,0.7617852449027838,0.774675544984072,0.76826189169121,Pi
5,9.0,0.761468755442638,0.7746204483526299,0.7679716396951137,Pi
5,10.0,0.7608905232556337,0.7737392637424292,0.7672683787068455,Pi
5,11.0,0.7618530259423911,0.7748652208818839,0.7683252322150889,Pi
5,12.0,0.761442185133653,0.7744131148551032,0.7679055184747006,Pi
5,13.0,0.76140354788366,0.7744618722725759,0.7679100967781293,Pi
5,14.0,0.7618624225787888,0.7747879986173836,0.7683446437326614,Pi
5,15.0,0.761912879045574,0.7746935590172577,0.7683229860764171,Pi
5,16.0,0.7609822182412878,0.7737709368079483,0.7674042531501588,Pi
5,17.0,0.7608013203654493,0.7737216608199452,0.7672580047288349,Pi
5,18.0,0.7618823012640333,0.774862365529133,0.7684914495418534,Pi
5,19.0,0.7606576139870357,0.7735998417565564,0.7671510729531544,Pi
5,20.0,0.7606041437054208,0.7735332430775096,0.7671382646758714,Pi
5,21.0,0.7593511009240332,0.7723094229597709,0.7658647349996462,Pi
5,22.0,0.759180089454028,0.7720210169928906,0.7656394206178541,Pi
5,23.0,0.7574988188457138,0.7701918781005771,0.763947400004235,Pi
5,24.0,0.7556785723805365,0.7685492066058197,0.7621905617535527,Pi
6,1.0,0.7696039747927171,0.7820605941543087,0.7760050883367979,Pi
6,2.0,0.7687874318283869,0.781163846696756,0.7750158485906992,Pi
6,3.0,0.7693433965795461,0.7817908364014025,0.7755781128788346,Pi
6,4.0,0.770179101000382,0.7824389959012569,0.7763455666906838,Pi
6,5.0,0.7704982119711752,0.7830648525848617,0.7768020536785999,Pi
6,6.0,0.7706402465828637,0.7830352558746362,0.7768837199623503,Pi
6,7.0,0.7698540256460482,0.7824163320360011,0.7762646864527204,Pi
6,8.0,0.7708146189753204,0.7831443199536688,0.7770195891515913,Pi
6,9.0,0.7708313661633858,0.7834460133013219,0.7770873585130003,Pi
6,10.0,0.7704075966309784,0.7827019129456577,0.77657248197056,Pi
6,11.0,0.7711969076002035,0.783445979672771,0.777315545405607,Pi
6,12.0,0.770692948801662,0.7831666178695024,0.7768967283686127,Pi
6,13.0,0.7713021547260617,0.7836944123562816,0.7775359159950406,Pi
6,14.0,0.771381770401449,0.7836744522416113,0.777600287981446,Pi
6,15.0,0.7711362245639359,0.7834631925347374,0.7774269088044777,Pi
6,16.0,0.7704282627757375,0.7828203412761073,0.7767002299855423,Pi
6,17.0,0.7699963983709023,0.782389803269217,0.7762728644532785,Pi
6,18.0,0.7709971251480047,0.7835011800758249,0.7772335970227925,Pi
6,19.0,0.7701733546702759,0.7824377705691129,0.7763400091669785,Pi
6,20.0,0.7700108158669382,0.7822154495348459,0.776065921380237,Pi
6,21.0,0.7698171025383062,0.7819427101957898,0.7759365505382195,Pi
6,22.0,0.7689569920380488,0.7812483612412657,0.7751960778656335,Pi
6,23.0,0.7677203414891588,0.780103957231385,0.7738933825633045,Pi
6,24.0,0.7655522459784856,0.7780728857779364,0.7719197763535436,Pi
7,1.0,0.7776057889661111,0.7893671571413297,0.7835099892443065,Pi
7,2.0,0.7762475186116489,0.7880962282318736,0.7822038500184452,Pi
7,3.0,0.7768082694627716,0.7886030693184151,0.7826668037820529,Pi
7,4.0,0.7773119818347005,0.7891759999061427,0.783295619798257,Pi
7,5.0,0.7776918649696171,0.7895541907034388,0.783594393793864,Pi
7,6.0,0.7776918792602894,0.7894674153910404,0.7835556310804443,Pi
7,7.0,0.7776503662443752,0.789617942107671,0.7836947523006843,Pi
7,8.0,0.7779291187018066,0.7898301208395814,0.7839012359988878,Pi
7,9.0,0.7785147945235498,0.7904674590140827,0.7844627452589967,Pi
7,10.0,0.7783979635398328,0.7901377501088866,0.7843501013175286,Pi
7,11.0,0.7786523158291159,0.7905101628096195,0.7845841534114893,Pi
7,12.0,0.7774755249906578,0.7892941388119672,0.7834821833324616,Pi
7,13.0,0.7785035581217156,0.7904381339202333,0.7845108331880172,Pi
7,14.0,0.7781180585594698,0.7898295077225852,0.7839306319496504,Pi
7,15.0,0.778371454835976,0.790112656241201,0.78430138187848,Pi
7,16.0,0.7777866902996657,0.7898324106659133,0.7838124730618397,Pi
7,17.0,0.7773282006217072,0.7894110601314227,0.7833187312859986,Pi
7,18.0,0.7784293769737943,0.7902702153059884,0.7843927809012886,Pi
7,19.0,0.7771227010915951,0.7890796214917578,0.7831445870251081,Pi
7,20.0,0.777396514658764,0.789174411698973,0.783248651490083,Pi
7,21.0,0.777091789083607,0.788779089456065,0.7829758648562488,Pi
7,22.0,0.7762852079996692,0.7879457898743597,0.7821159378632497,Pi
7,23.0,0.7762716707888687,0.7878118602951559,0.7820426961798511,Pi
7,24.0,0.7741152206028056,0.7858078619988893,0.779951839122364,Pi
8,1.0,0.7833363224956623,0.7949104641777094,0.7892237771366489,Pi
8,2.0,0.7825622421283066,0.7941803018944142,0.7884520724766433,Pi
8,3.0,0.7828786510777803,0.7943848407906001,0.7886554707904395,Pi
8,4.0,0.7828179654834202,0.7944770848426946,0.7887594107842542,Pi
8,5.0,0.7829015656390753,0.7945485888800298,0.7888301132217015,Pi
8,6.0,0.7837566034269687,0.795198132147068,0.7895786288374859,Pi
8,7.0,0.7835972675514623,0.7949525611541338,0.789302954370007,Pi
8,8.0,0.7837689409529135,0.795339960152741,0.789592720908051,Pi
8,9.0,0.7842443048818099,0.795495113497628,0.7898909061315627,Pi
8,10.0,0.7842263914272118,0.7959619791302562,0.790146865035206,Pi
8,11.0,0.7842728840099624,0.795580606805152,0.7900754779215733,Pi
8,12.0,0.783772331007124,0.7951980916313901,0.7895181658470667,Pi
8,13.0,0.783610085240608,0.795229111706232,0.7895990352440689,Pi
8,14.0,0.783821958279756,0.7952342966984185,0.7895613681873783,Pi
8,15.0,0.7847152125785721,0.7961772989408354,0.7905568156786793,Pi
8,16.0,0.7835945331322136,0.795227243949211,0.7894800862071493,Pi
8,17.0,0.783422985665546,0.7947924055619703,0.7891980827189321,Pi
8,18.0,0.7842639016860342,0.7956627541349008,0.7900020164231675,Pi
8,19.0,0.7826900747883968,0.7941543362469183,0.7885334638361409,Pi
8,20.0,0.7833877710208551,0.7946465616428653,0.7890561460185687,Pi
8,21.0,0.7837803746741425,0.7949278376223485,0.7893097009327751,Pi
8,22.0,0.7824059671618379,0.7938604188251182,0.7881416638719189,Pi
8,23.0,0.7826347743351193,0.7939277428054167,0.7882731068396381,Pi
8,24.0,0.7801512611676349,0.7915961917456804,0.7859279445380675,Pi
9,1.0,0.7881742077507478,0.7991889383624826,0.7937074612033767,Pi
9,2.0,0.7879633745723009,0.7990743917702956,0.793583227341033,Pi
9,3.0,0.7883337132240442,0.7994838681709949,0.7939396585536127,Pi
9,4.0,0.7876730367273124,0.7989827308342065,0.7933782086614541,Pi
9,5.0,0.7885043513471502,0.7994165619446515,0.7940789242853856,Pi
9,6.0,0.7890076860933606,0.8000271893461471,0.7946927579482304,Pi
9,7.0,0.788558054261512,0.7995579361150204,0.7941189262194466,Pi
9,8.0,0.7890576715086535,0.8000759662914168,0.794685764206081,Pi
9,9.0,0.7889123920678237,0.8000576734625351,0.7946017175986125,Pi
9,10.0,0.7894742312605976,0.8005020944694854,0.795096087121613,Pi
9,11.0,0.7890310706654382,0.8000150912964767,0.7944473076861084,Pi
9,12.0,0.7882668056721,0.7996813502862756,0.7940588250987589,Pi
9,13.0,0.7888913691320749,0.8002378287011781,0.794551302171297,Pi
9,14.0,0.7887175249188584,0.7998006019744088,0.7942781789555482,Pi
9,15.0,0.7895359727657301,0.8006520666108704,0.7950623865798034,Pi
9,16.0,0.7890567883974594,0.8003044582067353,0.7947543330634711,Pi
9,17.0,0.7884682245125259,0.7998116780079454,0.7941718972769342,Pi
9,18.0,0.7891654408333486,0.8002469587145603,0.7947818525634376,Pi
9,19.0,0.7882102956498914,0.7994334444973543,0.7939698534892057,Pi
9,20.0,0.7880981007811634,0.7993484447130758,0.7938503006452995,Pi
9,21.0,0.7892653417856477,0.800096015445303,0.79466859666954,Pi
9,22.0,0.7873759428988594,0.798410113102747,0.7929503983607993,Pi
9,23.0,0.7878483264166537,0.798813517197553,0.7933763017395021,Pi
9,24.0,0.786038523370414,0.7969928343882671,0.7914692586423536,Pi
10,1.0,0.7929292122206105,0.8037221536946285,0.7983753228110185,Pi
10,2.0,0.7924169110603297,0.8032885277020059,0.7979610246541101,Pi
10,3.0,0.7925565589542094,0.8033864064557985,0.7979394080146864,Pi
10,4.0,0.7925551509660536,0.8033684653649492,0.7979583575747893,Pi
10,5.0,0.7926708365729181,0.8036283559710551,0.7981366198597334,Pi
10,6.0,0.7931048474515856,0.8039938647407994,0.7985838204644509,Pi
10,7.0,0.7932644182196764,0.8041028365778787,0.7987707482341674,Pi
10,8.0,0.7932636175434301,0.8039856135671639,0.7986668311734175,Pi
10,9.0,0.7931333925339342,0.8039435204928578,0.798578245441858,Pi
10,10.0,0.7936095075492418,0.8042338975644825,0.7989550215460391,Pi
10,11.0,0.7925139703000342,0.8036473856886782,0.798092505558699,Pi
10,12.0,0.7930227792107127,0.8037115333307906,0.7983156554279732,Pi
10,13.0,0.7929275987568339,0.8037123369308075,0.7984118254705432,Pi
10,14.0,0.7933629224703288,0.8040693303985263,0.7987175253633779,Pi
10,15.0,0.7939955338524415,0.8047292584388746,0.799375748128083,Pi
10,16.0,0.7930265474859377,0.803955258368809,0.7985244361237702,Pi
10,17.0,0.7930820827660063,0.8037965783892961,0.798424346477002,Pi
10,18.0,0.7937443094663966,0.8043969031853361,0.7991115129163348,Pi
10,19.0,0.7925182453508951,0.8036096349289115,0.7980212135378072,Pi
10,20.0,0.7929720351231743,0.8037033661441595,0.7983238946160455,Pi
10,21.0,0.7940172359936317,0.8045661051034226,0.7992960452108862,Pi
10,22.0,0.7923738482390243,0.803084112759693,0.7976295425706542,Pi
10,23.0,0.7926392045484879,0.8033256525274624,0.7980496544549812,Pi
10,24.0,0.7904205270578814,0.8013074669566542,0.795944149437991,Pi
1,1.0,0.3558427396680848,0.3787927039410603,0.36740647292169626,CODLR
1,2.0,0.35606681747691804,0.37914198685869743,0.36743035412491815,CODLR
1,3.0,0.353609472148952,0.3766364154423298,0.36512818471876474,CODLR
1,4.0,0.35476455868263396,0.3778531182446827,0.36625046715858806,CODLR
1,5.0,0.35177561682584374,0.37541234023065173,0.3634111783251164,CODLR
1,6.0,0.3556613214127092,0.37939844835224995,0.3673717669676342,CODLR
1,7.0,0.350470694466367,0.3740595293023864,0.3622243324623934,CODLR
1,8.0,0.35321229712251195,0.37702459665029253,0.3649204792484449,CODLR
1,9.0,0.35313773819883276,0.37678782447699616,0.3647887444000282,CODLR
1,10.0,0.357003487204869,0.38102038026341684,0.36899016474930774,CODLR
1,11.0,0.3548529809344753,0.378105368373827,0.3663546407863956,CODLR
1,12.0,0.35985947875857816,0.38357089616250617,0.3717515290561385,CODLR
1,13.0,0.3570854428948841,0.380710648127757,0.36872326862842797,CODLR
1,14.0,0.35717812453540115,0.3808301831931015,0.36893151398990887,CODLR
1,15.0,0.35765768057204567,0.3813824322899772,0.36919968444042184,CODLR
1,16.0,0.350927385866224,0.3741895609572193,0.362461807198936,CODLR
1,17.0,0.3515021523353993,0.3748588009265455,0.3629920391528653,CODLR
1,18.0,0.34966762298020404,0.3732949491913562,0.36143694624024075,CODLR
1,19.0,0.3484750372822801,0.3714387559519071,0.359778971711783,CODLR
1,20.0,0.33652462123663146,0.35937256353745134,0.3478875676040783,CODLR
1,21.0,0.33228980876537473,0.35539997988298594,0.34372810848139196,CODLR
1,22.0,0.32502134760915863,0.3484950657765952,0.3366499662415557,CODLR
1,23.0,0.3221741356943072,0.34523562590396656,0.3336533322383085,CODLR
1,24.0,0.3198597878876393,0.34282847636927405,0.33119344355645514,CODLR
2,1.0,0.46079391342276044,0.4841314030422052,0.47236451664408063,CODLR
2,2.0,0.4593641036621437,0.4829434138831238,0.4711819080527856,CODLR
2,3.0,0.45912632710854184,0.4825373825247974,0.47093453036907745,CODLR
2,4.0,0.462015362042474,0.4851427709086608,0.4734839209413282,CODLR
2,5.0,0.4564491331351203,0.47954415336887274,0.4677993094735228,CODLR
2,6.0,0.45654371461013715,0.4805798491253284,0.4686716361259568,CODLR
2,7.0,0.4549344831873286,0.47859023681337437,0.4665288952899892,CODLR
2,8.0,0.4574105101512882,0.48076415870422107,0.4690052419544541,CODLR
2,9.0,0.457711740985407,0.48125246753761985,0.46953846337842825,CODLR
2,10.0,0.4591701143518105,0.4819700650314241,0.47049540135534723,CODLR
2,11.0,0.4605641496058172,0.4836805045063736,0.4719158774554158,CODLR
2,12.0,0.4601883443351251,0.483891512520324,0.4719962936891334,CODLR
2,13.0,0.4600551334041387,0.4836693869311658,0.4718069970772265,CODLR
2,14.0,0.45589273597420027,0.47923188220337787,0.4675882663909496,CODLR
2,15.0,0.4570637419129465,0.4804988920163659,0.46862614423563415,CODLR
2,16.0,0.4535210408399982,0.4768117707462986,0.4651404539572005,CODLR
2,17.0,0.4504581220106171,0.4738139797382015,0.46226943781907576,CODLR
2,18.0,0.4471056138527228,0.4708775910538573,0.4588720354974808,CODLR
2,19.0,0.4453977106092892,0.46935181202521925,0.45726460403787755,CODLR
2,20.0,0.4398849556878895,0.46369163979327005,0.45161192781893017,CODLR
2,21.0,0.4431282522722075,0.46686258420585236,0.4548351084208748,CODLR
2,22.0,0.4376663944213203,0.46115129830220986,0.44935600716328095,CODLR
2,23.0,0.4375065454822101,0.46099919454598637,0.44911157242738675,CODLR
2,24.0,0.4339827251833356,0.4574905782993326,0.4458643246251811,CODLR
3,1.0,0.5271731591647811,0.5498627387000721,0.538513917039935,CODLR
3,2.0,0.5229787705994342,0.5456900007010546,0.5343972590870717,CODLR
3,3.0,0.5233154259264317,0.545961249893658,0.5346011727143845,CODLR
3,4.0,0.5257459606286355,0.5490201912947086,0.5374536316953299,CODLR
3,5.0,0.5207543397653766,0.5435046965547549,0.5321279221581868,CODLR
3,6.0,0.520689744866058,0.5434763749962024,0.532095288779736,CODLR
3,7.0,0.5216139278141264,0.5445844694562509,0.5331797193686947,CODLR
3,8.0,0.5237462826785703,0.5460686502304757,0.5349270752420914,CODLR
3,9.0,0.5241178764644846,0.546703045040583,0.5353833602259653,CODLR
3,10.0,0.5244180547343674,0.5467381571830716,0.5355619006716578,CODLR
3,11.0,0.5269819274211957,0.5499402504292267,0.5386904589877631,CODLR
3,12.0,0.5241769185187449,0.5474998570034401,0.535891215213233,CODLR
3,13.0,0.5251907102337945,0.5482335928228201,0.5369151683484754,CODLR
3,14.0,0.5210591619675182,0.5437515518936096,0.5323588889373679,CODLR
3,15.0,0.5206716699916125,0.5440007836833488,0.5324312687110618,CODLR
3,16.0,0.51755055659434,0.5407932732738315,0.5291096315281294,CODLR
3,17.0,0.5178615773270074,0.5406612468195193,0.5292713890742308,CODLR
3,18.0,0.5162044987068604,0.5396372462763783,0.5280765357022414,CODLR
3,19.0,0.5094312124439863,0.5324820716419778,0.5209921685024905,CODLR
3,20.0,0.5048336193365887,0.5277273868392678,0.5161686823593216,CODLR
3,21.0,0.5102805342884152,0.5335296246141592,0.5218645479818764,CODLR
3,22.0,0.5112919107568645,0.5344658268872148,0.5229246272122641,CODLR
3,23.0,0.5086825001113688,0.5317470204607674,0.5201384514216165,CODLR
3,24.0,0.5052326312078177,0.5278875551662198,0.5164489627550969,CODLR
4,1.0,0.5746527379478172,0.5964590618346155,0.5853818698197462,CODLR
4,2.0,0.5718307439729299,0.5937432369084155,0.5828572918400529,CODLR
4,3.0,0.5723909752573357,0.5945027504600471,0.583663977400783,CODLR
4,4.0,0.5725173365561996,0.5943503404289668,0.5833569515446309,CODLR
4,5.0,0.569282193170401,0.591557233412716,0.5803298589837363,CODLR
4,6.0,0.5679743286200126,0.5903142307792579,0.5791981293980796,CODLR
4,7.0,0.5694711611943195,0.5916586624099487,0.5806239610475824,CODLR
4,8.0,0.570383162070333,0.5922839783937275,0.5812232274662105,CODLR
4,9.0,0.5705294069249695,0.5926126230521396,0.5816055614240456,CODLR
4,10.0,0.5732660269740795,0.5953398839240528,0.5842085910566379,CODLR
4,11.0,0.5732958659874576,0.5957106438971188,0.5845182555838584,CODLR
4,12.0,0.5713594922523157,0.5936644549080274,0.5823674301446059,CODLR
4,13.0,0.5695482287940045,0.5919397723994176,0.5808942810659771,CODLR
4,14.0,0.568911352394904,0.5911310873055657,0.5800016930847366,CODLR
4,15.0,0.568575452557928,0.5907525349079547,0.5795039090720279,CODLR
4,16.0,0.5666585574919712,0.5890678731443375,0.5776266724829039,CODLR
4,17.0,0.5674074018947756,0.589378328324209,0.5783938425160331,CODLR
4,18.0,0.5653927868946096,0.5877637718011212,0.576525715164226,CODLR
4,19.0,0.5578946704116763,0.5802074225635484,0.5689215988437544,CODLR
4,20.0,0.553579275760183,0.5760128062239145,0.5647939238025927,CODLR
4,21.0,0.5621963909018641,0.5845039326563263,0.5732830701474806,CODLR
4,22.0,0.5586213788626614,0.5807138472343061,0.5697616718421137,CODLR
4,23.0,0.5586644083247025,0.5809332145224516,0.5697595876622604,CODLR
4,24.0,0.5588438314203347,0.5808571300755743,0.570099751122895,CODLR
5,1.0,0.6114497440090213,0.6333053727524457,0.6224338932308652,CODLR
5,2.0,0.607564014488482,0.6294646162394011,0.6184867169167073,CODLR
5,3.0,0.6056890880371011,0.6274951371049954,0.6164962825489834,CODLR
5,4.0,0.6059525275660165,0.6272648963230726,0.6167213772209729,CODLR
5,5.0,0.6055773639532998,0.6268240160058747,0.6162203711812757,CODLR
5,6.0,0.6046925714446199,0.6265020594322399,0.6158024473027096,CODLR
5,7.0,0.6060799208164458,0.6279661105447757,0.6171079802009642,CODLR
5,8.0,0.6061123149787614,0.6281077785679141,0.6170999167352506,CODLR
5,9.0,0.6060904205557249,0.6278297400625902,0.6169817852137099,CODLR
5,10.0,0.6072969270717703,0.6289424920452508,0.6179814308029046,CODLR
5,11.0,0.6071629919651932,0.6289410371797788,0.6180823059153847,CODLR
5,12.0,0.6059262247969225,0.6272875115563159,0.6164601651993715,CODLR
5,13.0,0.605925769203318,0.6278722927481475,0.6168295741899562,CODLR
5,14.0,0.6028796389786221,0.6248749336196524,0.6139461839567438,CODLR
5,15.0,0.6057040966981819,0.6274052043146683,0.6164641027469066,CODLR
5,16.0,0.6025178422001307,0.6241014609302803,0.6132742268280095,CODLR
5,17.0,0.6037777455250356,0.6251998040741983,0.6146544241482762,CODLR
5,18.0,0.6018888033148441,0.6234320762205272,0.6127036149506351,CODLR
5,19.0,0.5978272627141392,0.6195912039351478,0.6087989547521044,CODLR
5,20.0,0.5926249250255969,0.6144437414519853,0.60351384673222,CODLR
5,21.0,0.60329863369796,0.6251781721026911,0.613992612807089,CODLR
5,22.0,0.5998521183654815,0.6215728031465315,0.6107952886375003,CODLR
5,23.0,0.5988530418074246,0.6201021912977045,0.6096785447950434,CODLR
5,24.0,0.5979545784420209,0.6197523536488246,0.6088007515724564,CODLR
6,1.0,0.6386049212625999,0.6598157362451031,0.6492950643666945,CODLR
6,2.0,0.6357105578302591,0.656752950943423,0.6463531187186685,CODLR
6,3.0,0.6364229501982465,0.6579970992280627,0.6471934913648951,CODLR
6,4.0,0.6364920111582908,0.6574185092346988,0.6468977136555802,CODLR
6,5.0,0.6349726346695354,0.6563589836329359,0.6456433033671902,CODLR
6,6.0,0.6348336867264343,0.6559817368705491,0.6453341458683463,CODLR
6,7.0,0.635912770119298,0.6567753492729661,0.6465870743790822,CODLR
6,8.0,0.6348193514886787,0.6557675140254338,0.6453298248182833,CODLR
6,9.0,0.6344099064442054,0.655710424377931,0.6450948273709813,CODLR
6,10.0,0.6350067480090315,0.6561451932518696,0.6456208929310698,CODLR
6,11.0,0.638880633814721,0.6597840700090062,0.649243221859278,CODLR
6,12.0,0.634451434622354,0.655850967256248,0.6450713398665839,CODLR
6,13.0,0.6364272718020065,0.6573635162032672,0.6469792945449515,CODLR
6,14.0,0.6320915782937007,0.6538743152533468,0.6431264957137242,CODLR
6,15.0,0.63465316021269,0.655588727693558,0.6453678279210654,CODLR
6,16.0,0.6340100828521479,0.6551139526828429,0.6445497139075376,CODLR
6,17.0,0.6310373593703609,0.6521672974225544,0.6415592242122813,CODLR
