Rank,interval,lower,upper,mean,type
6,18.0,0.6325808814673279,0.6535248785070202,0.6429985904567522,CODLR
6,19.0,0.6296359093314953,0.6506095847806919,0.6399017822390287,CODLR
6,20.0,0.6250583186316894,0.6461604427407905,0.6356165184947787,CODLR
6,21.0,0.6348682526674981,0.6560406051491735,0.6456181763777044,CODLR
6,22.0,0.6337278467019389,0.6549546778268388,0.6443126615160786,CODLR
6,23.0,0.6317998354735892,0.6531374887191352,0.6423963095623442,CODLR
6,24.0,0.6301322440933889,0.6513069139368017,0.6407239217776168,CODLR
7,1.0,0.6629696918356368,0.6832322148597444,0.6732262089027776,CODLR
7,2.0,0.6603256626833252,0.6810086130875409,0.670652707164789,CODLR
7,3.0,0.6595026585224537,0.6798757722410388,0.6697250604963502,CODLR
7,4.0,0.6593974749994569,0.6800766677378973,0.6697668920976159,CODLR
7,5.0,0.6586490414351107,0.6794112767596461,0.6690328094389583,CODLR
7,6.0,0.6591855295625105,0.6797597066141482,0.6695625945750571,CODLR
7,7.0,0.6581300946126625,0.6786927292996964,0.6684156659673939,CODLR
7,8.0,0.6593993923060105,0.6802453994172911,0.6698632529886133,CODLR
7,9.0,0.658737721739289,0.6794080025927035,0.6691066151805869,CODLR
7,10.0,0.6605480572747644,0.6812192524629185,0.6708067443791433,CODLR
7,11.0,0.6620356583769198,0.6823686608295606,0.6722685316780035,CODLR
7,12.0,0.6584426279669165,0.6789406891397365,0.6688763240228341,CODLR
7,13.0,0.6613450804875323,0.6822804201464676,0.6715499826163054,CODLR
7,14.0,0.6572669972021166,0.6782716968475856,0.667870246987828,CODLR
7,15.0,0.6581819857135068,0.6789020819373177,0.6685929772818859,CODLR
7,16.0,0.6592703639609897,0.6797450180466201,0.6695126335830917,CODLR
7,17.0,0.6561390829701882,0.6763672208524468,0.6663145169868697,CODLR
7,18.0,0.6576691824936167,0.6780597735938706,0.6678285490211652,CODLR
7,19.0,0.654167794200398,0.6748900728180559,0.6645114491587971,CODLR
7,20.0,0.6522940994479165,0.6730143223095818,0.6627307820197245,CODLR
7,21.0,0.6593705808202794,0.6796431133673778,0.669526261860213,CODLR
7,22.0,0.6579156248483232,0.6783162135462962,0.6679900485831897,CODLR
7,23.0,0.6596582714561348,0.6803813743289138,0.6701245502312707,CODLR
7,24.0,0.658575255645365,0.6791779663299449,0.6688139607655985,CODLR
8,1.0,0.6818847072052747,0.7018456915478459,0.691855238787661,CODLR
8,2.0,0.6807699840624672,0.7008280863731677,0.6908676536454933,CODLR
8,3.0,0.6790470351384419,0.6993004081763643,0.6892873791798999,CODLR
8,4.0,0.6794955056923849,0.6994921789003047,0.6894832978628886,CODLR
8,5.0,0.6795891461744351,0.6995280195122732,0.6895478933175463,CODLR
8,6.0,0.6787806266176128,0.6993664047907211,0.6890151389439101,CODLR
8,7.0,0.6776850473944765,0.6981653787304193,0.6878037806309586,CODLR
8,8.0,0.6791278740164628,0.6989864162766322,0.6892121428902933,CODLR
8,9.0,0.6788978262427638,0.6991698512786085,0.68912319520652,CODLR
8,10.0,0.6813798591606219,0.7014075932592635,0.6914495132913839,CODLR
8,11.0,0.6807859088027586,0.7009856955293995,0.6909774986240846,CODLR
8,12.0,0.6794806506204816,0.6998596208464947,0.6897849177002963,CODLR
8,13.0,0.6808769988926276,0.700940623038612,0.6908123708253048,CODLR
8,14.0,0.6780330146820158,0.6982092371836524,0.6884424547962158,CODLR
8,15.0,0.6781520148214286,0.6984388868879174,0.6883777205099543,CODLR
8,16.0,0.6791541194679824,0.6993296883437015,0.6892431884591819,CODLR
8,17.0,0.676882503634922,0.6966755294244616,0.6870068817076348,CODLR
8,18.0,0.6767317460672801,0.6966695633488307,0.6866617642512737,CODLR
8,19.0,0.6759021041356205,0.6957424152205296,0.6859262444050431,CODLR
8,20.0,0.6752431613776197,0.6955040867296826,0.6855136046035805,CODLR
8,21.0,0.6804543129508962,0.7000873911490957,0.6903159386985588,CODLR
8,22.0,0.6787857592805937,0.6984405898734877,0.688737198345958,CODLR
8,23.0,0.6828855981086946,0.702492590456862,0.692725037748201,CODLR
8,24.0,0.682570415034768,0.702517273459742,0.6925801755747706,CODLR
9,1.0,0.6981939680991275,0.7177569348870343,0.7078923425248119,CODLR
9,2.0,0.6984229027400075,0.7178818421629144,0.7080827951809031,CODLR
9,3.0,0.6969916377281289,0.7169976327605633,0.706782457700724,CODLR
9,4.0,0.696874994627978,0.7168781277782936,0.7070511786785524,CODLR
9,5.0,0.6969860955724664,0.7167273540362368,0.7068860357736385,CODLR
9,6.0,0.6977052205972719,0.7177008425928282,0.7077086201956745,CODLR
9,7.0,0.6972416869330866,0.7170011633236723,0.7072340552315936,CODLR
9,8.0,0.697775078445336,0.7172579643058954,0.7074741237308495,CODLR
9,9.0,0.6990768553298474,0.7186607498065691,0.7087519125604335,CODLR
9,10.0,0.6988939561527909,0.7188095586268506,0.7088585860517868,CODLR
9,11.0,0.6970864924753167,0.716825868263399,0.7069870612032236,CODLR
9,12.0,0.696054125572212,0.7162487604285995,0.7062797632794086,CODLR
9,13.0,0.6974128346698584,0.7170592735051006,0.7074448515293956,CODLR
9,14.0,0.6941542264847853,0.7141560317288626,0.7041913191118904,CODLR
9,15.0,0.6949865907224045,0.7147891698482357,0.7048052231016377,CODLR
9,16.0,0.6979258176246842,0.7175844106017533,0.7077136093262688,CODLR
9,17.0,0.695438901133728,0.7148987599153048,0.7052656945738652,CODLR
9,18.0,0.6946280670023716,0.7140939027106685,0.7042798371199805,CODLR
9,19.0,0.6939256122776302,0.7135078322596087,0.7037762754279681,CODLR
9,20.0,0.6942611055993864,0.7140666280568168,0.7040700493565216,CODLR
9,21.0,0.7002153413044109,0.7193155916211894,0.7098127323390193,CODLR
9,22.0,0.6958054504889032,0.7149223806368571,0.7052081540121751,CODLR
9,23.0,0.7033971206480829,0.7222835685886916,0.712849669407333,CODLR
9,24.0,0.7040231180797859,0.7230482471262423,0.7135884765197094,CODLR
10,1.0,0.7143837774620261,0.7336911745162853,0.7242251015710441,CODLR
10,2.0,0.7134710044269352,0.7325184862385767,0.7229727543210527,CODLR
10,3.0,0.7138862995427759,0.73306082121914,0.7233524699762224,CODLR
10,4.0,0.7129674819135658,0.7321659402370371,0.7224678461065684,CODLR
10,5.0,0.7121459216381196,0.7310671579478581,0.7215536930640741,CODLR
10,6.0,0.7128933932595742,0.7326622738200799,0.7228187297761381,CODLR
10,7.0,0.7126229244699027,0.7322723904839109,0.7224100911668743,CODLR
10,8.0,0.7113847027904819,0.7307427422953369,0.7211680439987761,CODLR
10,9.0,0.7147958286820913,0.7341413464251821,0.7245562728154324,CODLR
10,10.0,0.7131183368824214,0.7325682686781516,0.7228475638670294,CODLR
10,11.0,0.713262072509632,0.732652208738499,0.7229414992489761,CODLR
10,12.0,0.7124006779256804,0.7318181408855591,0.7221299344872547,CODLR
10,13.0,0.7122422954682908,0.731961982852876,0.7220086161821725,CODLR
10,14.0,0.7093882328181653,0.7286586931866462,0.7190240619733288,CODLR
10,15.0,0.709240665731484,0.7286554344137277,0.7190545907050658,CODLR
10,16.0,0.7130979477146431,0.7319349170873102,0.722498563006177,CODLR
10,17.0,0.7116950624634435,0.7307949385423087,0.7213214724669831,CODLR
10,18.0,0.7102022876827834,0.7293341395580609,0.7196907538452524,CODLR
10,19.0,0.7102697884846625,0.7293551422115052,0.7197903870524888,CODLR
10,20.0,0.7097772001925486,0.7291275082221926,0.719440819296241,CODLR
10,21.0,0.7167197900337188,0.7356663988944333,0.7261730687442051,CODLR
10,22.0,0.7119973790986223,0.7308436942973627,0.7214546157621359,CODLR
10,23.0,0.7199089982198025,0.7390530686472963,0.7295457254525759,CODLR
10,24.0,0.7206527880990375,0.7394952178715136,0.7300676390521357,CODLR
