Rank,trajectory,lower_Pi_alters,upper_Pi_alters,mean_Pi_alters,lower_Pi_ego_alters,upper_Pi_ego_alters,mean_Pi_ego_alters,lower_CCE_alters,upper_CCE_alters,mean_CCE_alters,lower_CCE_ego_alters,upper_CCE_ego_alters,mean_CCE_ego_alters,lower_Pi_alters_ratio,upper_Pi_alters_ratio,mean_Pi_alters_ratio,lower_Pi_ego_alters_ratio,upper_Pi_ego_alters_ratio,mean_Pi_ego_alters_ratio
1,KO-Random Trajectory of Alter,0.5804177194448965,0.5845167302069733,0.5824752312905467,0.8196595463760612,0.8210834217253496,0.8203803017011525,3.065402909740807,3.0922634957313035,3.0789129681037744,1.6091600501034486,1.6209653053947033,1.6150472230001574,0.7005813341532707,0.7049816333013591,0.7027653692388163,1.0075987313604524,1.0078437167691592,1.0077185270851465
1,KO-Real Trajectory of Alter,0.5802665742985159,0.5843974048465881,0.582318739290013,0.8196857650605255,0.8210981341053587,0.8203936059504678,3.066672450375122,3.093105318186616,3.0797916876857014,1.6089827760040927,1.6210063065410487,1.614970143121665,0.7003335212290482,0.7047957101639508,0.7025725681849186,1.00761263256043,1.0078544624515,1.0077349467065788
2,KO-Random Trajectory of Alter,0.6591846301183633,0.6624676377707661,0.6608448118366881,0.8245629594032283,0.8259619714070097,0.8252662634634209,2.655587681428681,2.6786928515135884,2.6671886719546274,1.573970763897682,1.5857712477672448,1.5798321153208585,0.8019876771824639,0.8053103701424651,0.8036630007311205,1.0138623372967261,1.0141668472167689,1.0140137706584793
2,KO-Real Trajectory of Alter,0.659122212147096,0.6624572397070245,0.660791850454222,0.8246105968844181,0.8259710029951577,0.8252881028590942,2.655626250593739,2.67924556555578,2.667399498411136,1.5737302649797735,1.5856157161942632,1.5796915441080115,0.8019267760212366,0.8052750185454401,0.8036001843288358,1.013889993663024,1.0141911818768368,1.014041687272916
3,KO-Random Trajectory of Alter,0.6927133151154564,0.695607717072148,0.6941741107703019,0.8280234035901196,0.829395482594095,0.8287142619957847,2.4637830021239644,2.4856602636169205,2.4747318719796287,1.549153756382881,1.5608563611957975,1.5550904548803297,0.8450809909646902,0.8479068150072759,0.8464951153680224,1.018370996896949,1.018696540517619,1.018532405069797
3,KO-Real Trajectory of Alter,0.6925688532231997,0.6954913595764599,0.6940244355134418,0.8280584453599087,0.8293826550424943,0.8287200586345117,2.4648347391799654,2.4863028886063026,2.4754058301254376,1.5490890972304021,1.5607781162696552,1.5550428156949554,0.8449148279242009,0.8477176748760836,0.846301695817801,1.0183772666728537,1.0187003520779443,1.0185392871596266
4,KO-Random Trajectory of Alter,0.7171667607915944,0.719791802786378,0.718484394594064,0.8308398062782446,0.8321984183201796,0.8315117985031243,2.3176615421725444,2.3373369774888215,2.3274993678624902,1.5288337282641937,1.5403894234713702,1.5345828695916566,0.8764488541723425,0.8788144517270919,0.8776418372057234,1.0220249953858636,1.0223715744259414,1.022201656357225
4,KO-Real Trajectory of Alter,0.7171186624419098,0.7197122247466533,0.7184211239969973,0.8308428281371192,0.8321758806319909,0.8315144076950057,2.3178065698674364,2.337693606792596,2.327806064214382,1.5289046139194045,1.5403520102809467,1.5345649377822559,0.876329917677054,0.8787511994179282,0.8775506149694773,1.0220371234015437,1.0223827023722443,1.0222048714359637
5,KO-Random Trajectory of Alter,0.7304305987940775,0.7328954723763612,0.7316507645319158,0.8330632030184668,0.8343704106445387,0.8337118990128262,2.2346734454999626,2.2540140011137795,2.2443284552312455,1.5129490427149428,1.5241775090290886,1.5185686489395833,0.8935874707446756,0.895780805899656,0.8946838846971199,1.02489200731006,1.0252630793833517,1.0250779763088413
5,KO-Real Trajectory of Alter,0.7303250053120987,0.7328123953150186,0.7315620976636202,0.8330452974269872,0.8343591652461888,0.8337047426079378,2.2352083517481955,2.254269021144588,2.2448598394377757,1.5129044145391155,1.524210267197035,1.5186087058987379,0.8934552608836113,0.8956266506565342,0.8945625450806153,1.0248843745314198,1.0252476839332556,1.025067771795834
6,KO-Random Trajectory of Alter,0.7413208802987789,0.7436422571197749,0.7424641571344636,0.8348726405543526,0.8361591046181133,0.8355110029152217,2.1657403776637265,2.1840896702125643,2.174887183784421,1.4996093818079808,1.5108483211802388,1.5052165992879836,0.9076587437566885,0.9096587887879075,0.9086393337415095,1.027231172798083,1.0276142808716946,1.0274223422214406
6,KO-Real Trajectory of Alter,0.7412770989344823,0.7436025634295955,0.7424398388103481,0.8348590349829859,0.836152615229649,0.8355067239829427,2.165805843048914,2.1845653089319503,2.1750873079172193,1.4995026749320728,1.5109407429806414,1.5052458000786304,0.9076157454975174,0.9096239267911231,0.9086053758485496,1.0272235781467638,1.0276033890056646,1.0274160189466868
7,KO-Random Trajectory of Alter,0.7493657868569762,0.7515877475045432,0.7504871943745144,0.8363034392812219,0.8375925045823714,0.8369556542457287,2.1115953177020157,2.1293007354888647,2.1205011355535213,1.4887667620819227,1.4998975255858218,1.494348103531442,0.9179442276521539,0.9198253044968222,0.9188814090840521,1.029110150453773,1.029506826136585,1.0293100331857554
7,KO-Real Trajectory of Alter,0.7493993573650412,0.7515894705733279,0.7504830950326002,0.8362982190940019,0.8375795700502315,0.8369474065430337,2.111522749432624,2.12950699624535,2.120520894470554,1.4888725707043704,1.5001966988959188,1.4944083318284809,0.9179197657461609,0.9198063998140616,0.9188719281518924,1.029099270626068,1.0295015355553467,1.0292976920944654
