Rank,trajectory,lower_Pi_alters,upper_Pi_alters,mean_Pi_alters,lower_Pi_ego_alters,upper_Pi_ego_alters,mean_Pi_ego_alters,lower_CCE_alters,upper_CCE_alters,mean_CCE_alters,lower_CCE_ego_alters,upper_CCE_ego_alters,mean_CCE_ego_alters,lower_Pi_alters_ratio,upper_Pi_alters_ratio,mean_Pi_alters_ratio,lower_Pi_ego_alters_ratio,upper_Pi_ego_alters_ratio,mean_Pi_ego_alters_ratio
6,Random Trajectory of Alter,0.25074323563564804,0.25292576187171867,0.2518308749061794,0.5039094053085443,0.5061795650010249,0.5050425152764725,7.589867272437486,7.612312631657006,7.6011115148613415,5.478599632283584,5.5026595600163395,5.4906476940236955,0.5476472752309163,0.5526420045329102,0.5501517840171333,1.0805786750026056,1.0821676784104546,1.0813675756002774
6,Real Trajectory of Alter,0.24339833478071152,0.2649259930532152,0.2538593638900988,0.49392344556460854,0.5169800110140617,0.5053224132401472,7.472697906305012,7.693284480749561,7.587139945665073,5.367174747477842,5.605166190049263,5.488179721745219,0.5299455852351269,0.5785957351170599,0.5545680718267127,1.0744528948402297,1.0901173323096427,1.0820124150511166
7,Random Trajectory of Alter,0.2611514156181051,0.2633382272017889,0.26224457772500664,0.5071175963467979,0.5093528414098287,0.5082523120450426,7.511691258024293,7.5339024562778985,7.522897700231444,5.449812718762397,5.4735611331569825,5.461750808412605,0.570557604028713,0.5755492140841278,0.5730910696750798,1.08791601458146,1.0896148354788913,1.0887742935902354
7,Real Trajectory of Alter,0.25441580013906095,0.27560486432004994,0.26489941852496257,0.4975220556996377,0.5198994261437954,0.5085736312536545,7.390910072124731,7.6134389794302475,7.50394084713581,5.338917295479346,5.576152752478412,5.4588525466688536,0.5539306731130498,0.6029615171597876,0.5785752175158594,1.081337416034162,1.0979717885084548,1.0894956772869804
8,Random Trajectory of Alter,0.27186058974600635,0.27412552400566476,0.272984093513423,0.5100789386731284,0.5123386653856922,0.5112222727614021,7.4311543136932094,7.4540698422178,7.442669025051877,5.423110115986971,5.446885849916273,5.434847124621609,0.5934059625209444,0.5984569932862711,0.5959486957705226,1.0947694792794884,1.0965264838072968,1.095644504573963
8,Real Trajectory of Alter,0.265374648432329,0.28786709219140744,0.2763335099030115,0.5005867523430685,0.5233438049349076,0.5116103067156347,7.30296981215523,7.534072024833731,7.417859750906613,5.314786753887153,5.547835922798899,5.43134859228093,0.578078117846643,0.6275971055246161,0.6025622315517817,1.0879127592724558,1.1051296189654878,1.0964995738667682
9,Random Trajectory of Alter,0.2816160983957462,0.283858892235781,0.28272769118875063,0.5130026832705387,0.5152143151795863,0.5141120211909879,7.35638640397612,7.379275550921103,7.367947156178697,5.397130874361576,5.420520188392821,5.408793418400515,0.6147628609382415,0.6199987735743476,0.6174028310947395,1.1014808871779158,1.1033387642687265,1.1024172611636562
9,Real Trajectory of Alter,0.2749879232148962,0.2973833656262688,0.28589214787464395,0.5035996277351825,0.5259417774748729,0.5144857356370905,7.225295292492058,7.4604120083365375,7.344373832560151,5.286977953649231,5.519000649519342,5.405410110951692,0.5982152686741937,0.6492186607357696,0.6237338066216244,1.0942488035500757,1.1126766535222503,1.1032238284705156
10,Random Trajectory of Alter,0.28892965067555504,0.29119031346568475,0.29005479702966996,0.5155732881485646,0.5177988668048009,0.5166931178196184,7.300065004810183,7.322972949448634,7.311586318436716,5.373852395813538,5.397135582563984,5.385485553442984,0.6307625319982743,0.6360629318565281,0.6334206168463214,1.1074587154423456,1.1093614538934466,1.108390476623453
10,Real Trajectory of Alter,0.28228654686512655,0.30471932029739107,0.2933324860333779,0.5063268155318277,0.5282995730750607,0.517181765225532,7.168283508770439,7.40024474843403,7.2870144990733605,5.262887988463847,5.493878392503016,5.381075493776064,0.6145557015082581,0.6659332115461666,0.6401967542789488,1.0999883225524498,1.1189378392427953,1.1094658019184238
