Rank,trajectory,lower_Pi_alters,upper_Pi_alters,mean_Pi_alters,lower_Pi_ego_alters,upper_Pi_ego_alters,mean_Pi_ego_alters,lower_CCE_alters,upper_CCE_alters,mean_CCE_alters,lower_CCE_ego_alters,upper_CCE_ego_alters,mean_CCE_ego_alters,lower_Pi_alters_ratio,upper_Pi_alters_ratio,mean_Pi_alters_ratio,lower_Pi_ego_alters_ratio,upper_Pi_ego_alters_ratio,mean_Pi_ego_alters_ratio
1,Random Trajectory of Alter,0.5999308712950265,0.6034741208560516,0.6016928699114845,0.8165385436753952,0.8179468318576698,0.817235045162999,3.010370881990905,3.0350641679568837,3.0225565940493326,1.6327819630253244,1.6446096083587443,1.6387107152840803,0.7286618225953603,0.7323928042665105,0.7304949518556285,1.0038238163765332,1.00407767278374,1.0039498530923974
1,Real Trajectory of Alter,0.6930857783026662,0.7218726028141149,0.7078008452213109,0.8180778472585692,0.8317109840121336,0.8249974540637534,2.2734568311216323,2.4911344690138355,2.381346451299169,1.5244090586118937,1.6395215536698349,1.5823397212444932,0.8482890420727948,0.875404537378026,0.8620649154085459,1.0125325297467689,1.0154335806835826,1.0139727697305085
2,Random Trajectory of Alter,0.6707428394025632,0.6734241959681474,0.6720817866412558,0.820586920848478,0.8219152224399416,0.8212575873775199,2.625104210142833,2.6456507320917266,2.6352902191467016,1.6056563634262486,1.6171698250298665,1.6113936667208415,0.8198500439350239,0.8224836617151062,0.8211565980744663,1.0091085935424906,1.00940855259339,1.0092608358921185
2,Real Trajectory of Alter,0.7477692382698783,0.7699530755017598,0.7591374542732922,0.8255732715058823,0.838327942239032,0.831890138179429,1.9672438334171458,2.144752619540455,2.0559093476172206,1.4776774049836334,1.5872339432848068,1.5326287104993415,0.9199947009060447,0.9377119583268958,0.9291570194870891,1.021257015583368,1.02483261572868,1.0229942720808534
3,Random Trajectory of Alter,0.7029805341411387,0.7052468330792981,0.704114661409672,0.8240201819365659,0.8253562932472358,0.8246980214757863,2.4300356014511415,2.4484311742631566,2.4392504682781877,1.5811382883843998,1.592780656124015,1.5869955143467898,0.8614173309089924,0.8635107460579506,0.8624619487080016,1.0136385302796087,1.0139828566805067,1.013808304974564
3,Real Trajectory of Alter,0.7738373212449611,0.7920928229501567,0.7830979097508324,0.8305939581820246,0.8429309392798946,0.836822642750298,1.8154536754060453,1.9723723746869029,1.8938822597666585,1.4426960208690474,1.551744958990992,1.4964358802423445,0.9538389193372737,0.9670065188050505,0.9605262780619002,1.0273716055904378,1.0316471578981918,1.0294643798105156
4,Random Trajectory of Alter,0.7217884393673668,0.7238672480202262,0.7228104344330788,0.8267522373484968,0.8280542717703147,0.8273972198175628,2.3094113090345076,2.3264675116710687,2.318031354793804,1.5618390086426353,1.5731973588007373,1.5675577112889676,0.8853138822777903,0.8871931982326958,0.886262736492255,1.0171508156831564,1.0175418323281387,1.0173468681589959
4,Real Trajectory of Alter,0.7885433222053182,0.8053474272430855,0.7970068486736663,0.8344802509622545,0.8463147141834088,0.8404077310207181,1.7247235671280257,1.868707002142524,1.7964609112520376,1.4175024565221537,1.5217332780643014,1.4698335473958295,0.9726046016109363,0.9840594945290092,0.978604038154871,1.031799405538562,1.0365664647681174,1.0341664752513289
5,Random Trajectory of Alter,0.7357757668607889,0.7377314796103555,0.7367669253625252,0.829154532995896,0.8304276029852228,0.8297903700793304,2.217725478909034,2.234075669611049,2.2258328268691923,1.5447550078862635,1.5558155907508655,1.5502256153954075,0.9031753389049021,0.904855108444675,0.9040277239904224,1.0202719280404173,1.0206837895359668,1.0204771073725167
5,Real Trajectory of Alter,0.8002396106370953,0.8154144424269032,0.8078114085888821,0.8378797617466764,0.8495353400120869,0.843709037748347,1.6515274797642836,1.7866923491691455,1.7185242683788389,1.3925892212226811,1.4963006707435147,1.4449766874392322,0.987542264390302,0.9973550655071882,0.9925656767073888,1.0359103215531034,1.041097384338963,1.0384723565780558
