Rank,category,lower_Pi_alters_ratio,upper_Pi_alters_ratio,mean_Pi_alters_ratio,lower_Pi_ego_alters_ratio,upper_Pi_ego_alters_ratio,mean_Pi_ego_alters_ratio,lower_Pi_alters,upper_Pi_alters,mean_Pi_alters,lower_Pi_ego_alters,upper_Pi_ego_alters,mean_Pi_ego_alters,lower_CCE_alters,upper_CCE_alters,mean_CCE_alters,lower_CCE_ego_alters,upper_CCE_ego_alters,mean_CCE_ego_alters,lower_ODLR,upper_ODLR,mean_ODLR,lower_CODLR,upper_CODLR,mean_CODLR
1,non-social co-location network,0.7767374988662592,0.803981110382447,0.7905799087016463,1.0061314407151962,1.0090142322110187,1.0076340446121597,0.6403476819095784,0.668413704461662,0.6545245638051809,0.7959203233271137,0.8087222305994358,0.8023622314278218,3.0044166413558404,3.2434361947873795,3.1240678060105176,1.6305056535699216,1.7359564614553236,1.6836183127241549,0.26073158632685645,0.28895912545784197,0.2745323805141001,0.2609062817823897,0.2888616047052434,0.2745323805141001
1,social network,0.8117705918442861,0.8353240792955203,0.823591552828775,1.0114041571109418,1.013928601477221,1.012664577604211,0.6552083146970843,0.6795978142855752,0.6675443073704369,0.7996081943332903,0.8116065833148143,0.8055947358054387,2.7451428415766403,2.950510278237509,2.846028095973226,1.6105939597570742,1.7135096928033988,1.6621705003217913,0.41481790493212406,0.4426047741554735,0.4286204783206532,0.414624756578483,0.4427733573016305,0.4286204783206532
2,non-social co-location network,0.8244208742468488,0.8481921768039464,0.8366344343247422,1.0125845209530564,1.0159325530759828,1.0142900182530574,0.6710942437578667,0.6955962087573476,0.6833903497939796,0.8011114356646548,0.8134884557173764,0.8074353395366364,2.571320167032267,2.7748868423932858,2.6727280651979615,1.597856132707094,1.7014360326730726,1.6488133878041284,0.2708491106925869,0.2986974323656927,0.2845675997949144,0.36889760421975526,0.39752879918084383,0.383318269802733
2,social network,0.870380235820333,0.8899766123753796,0.8803542219211699,1.0193407070065719,1.0224434157544122,1.0208619516166617,0.6962160955473625,0.7171522386561926,0.706854005283218,0.8056069060857772,0.8175554229410688,0.8115738760426789,2.3686532787592793,2.5431371416296633,2.4547795327785025,1.5704829361788717,1.6714414387078007,1.620777527227898,0.3856548833816863,0.4122195254708752,0.39881614065562015,0.5383314120686833,0.5645963937641022,0.551325072168304
3,non-social co-location network,0.8555374239755065,0.8764832344734321,0.8659943559590788,1.018679379221272,1.0220844619684442,1.0203914384107615,0.6902227805947326,0.7130715933278715,0.7019114570852562,0.8057927753685259,0.8178564140049149,0.8117874159752179,2.344391506092119,2.522446139435594,2.433640888050559,1.5684254201576748,1.6712058419273488,1.6195384537114457,0.2882056100114811,0.3157376550715708,0.3018614169097135,0.4502424960345883,0.47823386865676726,0.46435269010300456
3,social network,0.9082651523423153,0.9245539954883384,0.916504429774669,1.0254783303597008,1.0289303821868498,1.0271893059156134,0.7232557467412759,0.7416221994461822,0.7326101605320001,0.8103451191463041,0.8217990619025803,0.8161333007738009,2.194244090940173,2.3514306879490063,2.2721624022182025,1.5389954631799148,1.6383791615224619,1.588865129638657,0.3681366294547614,0.39506198875364507,0.38144836102082114,0.6115444658619676,0.6369014376649255,0.6241285876217154
4,non-social co-location network,0.8817960777267515,0.9009601438379423,0.8916696738102668,1.023713580419207,1.0271458725983007,1.0254289509213736,0.7087976339042613,0.730141223083051,0.7196092631297762,0.8093445539708384,0.8213067342889804,0.815384704292468,2.201314311228959,2.366006653493865,2.282141907276541,1.5443263860571592,1.6452278304796903,1.594818612305535,0.2898236640014923,0.31764939244261514,0.3035400070776623,0.507977227082316,0.5356312507558885,0.5219698039529366
4,social network,0.9304583340693331,0.9455934606925194,0.9381190374900513,1.0302032003533967,1.034015027057078,1.0320902453089342,0.7392801349504016,0.7564703757045922,0.7481304305794384,0.8139607477035022,0.8252388184950948,0.8196575989908436,2.0718044394631936,2.217481904492874,2.143735149836384,1.517897296932358,1.6115973809769855,1.5642731121092306,0.3593616813293198,0.3862259697805111,0.3727630514823569,0.6635861259054043,0.6867154601914888,0.675152026221074
5,non-social co-location network,0.8995807023338229,0.9169264537695903,0.9083981290370073,1.0273076889469415,1.030870776161001,1.0290705220451115,0.7210325971014692,0.7413017078506889,0.731073056521078,0.812249837386199,0.8239195233195249,0.8180013209236774,2.1087379317902526,2.266790046704332,2.1861359645033107,1.528158068885466,1.627926776965467,1.5767332542272274,0.28734037801678924,0.31475212595482843,0.3012350938015715,0.5507761254564273,0.5774138469104816,0.5638868731643746
5,social network,0.9469932484267753,0.9606067088792332,0.9540167629816414,1.0339360826233404,1.0380273912399345,1.0359770194938256,0.7518751335896302,0.7676549860715418,0.7598508835395101,0.8169181932023125,0.8278729791509115,0.8224464584329917,1.9950803685406677,2.1377841203408496,2.0656262517544377,1.4975054375646364,1.5914149363620993,1.5444195168436168,0.3454798742098367,0.3726223794514887,0.358941500649313,0.703253695126595,0.7253099639260036,0.714180007370692
