,Norm RoC of final 20% of data,Norm RoC of final 20% of data (with 30% cutoff)
0,-0.0026911922197827703,-0.0026911922197827703
1,0.018079153868377204,0.0036341693521061117
2,0.037059772253029546,-0.044056900908569764
3,0.03332686754737469,0.0070171711067773855
4,0.020622595775063687,0.006896974190821298
5,0.15069113935185416,0.038970796182361864
6,0.029195155301645452,0.023455807745270774
7,0.06348194855950484,0.026369792282033233
8,-0.03850815415556414,-0.03850815415556414
9,-0.05196086355277185,-0.05196086355277185
10,-0.02142623536924561,-0.02142623536924561
11,0.011362070906109483,0.011362070906109483
12,0.023946354703606298,0.023946354703606298
13,0.016229534382727378,0.027155110611993626
14,0.010978393369860895,0.010978393369860895
15,0.00400284597448388,-0.0008850326789376349
16,0.06008989611364285,0.10476268312977742
17,-0.014010154160550145,0.003230464000544035
18,0.02619913369843171,0.013907848372344586
19,0.019881809034764417,0.06378063715623553
20,0.013667277984155329,0.0322479472308706
21,0.026163468032473318,0.026163468032473318
22,0.04041169700606222,0.04041169700606222
23,0.024682637429823732,-0.028397507606022228
24,0.08386345089728686,0.03337862110246273
25,0.05795579556175239,0.05795579556175239
26,0.007478034138687044,0.007478034138687044
27,0.03485494308720426,0.03804588814082905
28,0.06031297197668485,0.06031297197668485
29,0.08220280320564455,0.15268577368840192
30,0.06336284970381571,0.1054890889280168
31,0.039217126348336816,0.039217126348336816
32,0.0013308140967716368,0.0013308140967716368
33,0.045072949906159065,0.0195199377133341
34,-0.019492788350990293,0.037333859544397455
35,-0.047325775097922435,-0.047325775097922435
36,0.00019987699499402075,0.009166851650762227
37,0.17390363507765136,0.09010338746769087
38,-0.004270497255956785,0.014809350696230707
39,0.03689239979506519,0.049118187544512484
40,0.002132422889758798,0.011134787872882817
41,0.020858260231345932,-0.005940460126567396
42,-0.003012991398436397,-0.003012991398436397
43,0.02843378426863446,0.02843378426863446
44,0.017448989700474083,0.010436902521483306
45,0.02362656310267512,0.031863036604531776
46,0.004444444444444425,0.05592904386379843
47,0.006710984931131641,0.038573022755106254
48,0.053570408680115505,0.053570408680115505
49,0.041324206580041496,0.043494889863263636
50,0.06130041471174395,0.011237245394883884
51,0.034926600683846995,0.034926600683846995
52,0.0555728817754001,0.0555728817754001
53,0.03766154307915831,0.03766154307915831
54,0.056092774030746945,0.051198368412962304
55,0.051444171493129597,0.0169516147738924
56,0.09455980871066805,0.0605088228975188
57,0.04797229573228878,0.04797229573228878
58,0.023237529932085933,0.01383015169345823
59,-0.025983655679205176,-0.025983655679205176
60,-0.003885789954869297,0.0013929676409879027
61,0.02505456902346907,0.010795440241075212
62,0.0436550744305389,0.0436550744305389
63,0.029111119848139324,0.029111119848139324
64,0.017776359197247283,0.013126299613369252
65,-0.007601104917964846,-0.007601104917964846
66,0.08368727620673985,0.041195180044556905
67,0.0258280684388357,0.0258280684388357
68,0.07910602908122065,0.025322700279448582
69,0.032805268685841216,0.025913790975035933
70,0.03583927004022253,0.03583927004022253
71,-0.005689456527629974,-0.004022988505747118
72,-0.018963554479499004,-0.020628556790909944
73,0.006503291507390151,0.006503291507390151
74,0.033151327048867245,0.03387480729749225
75,-0.009736748977666031,-0.007620123149145787
76,0.006353864422443073,0.006353864422443073
77,0.013512829675472933,0.013512829675472933
78,-0.003500127678695658,-0.003500127678695658
79,-0.004391949590558306,0.05255082913140829
80,0.01107857893111305,0.01107857893111305
81,0.00578569775514916,0.00578569775514916
82,0.015427727108122792,-0.020317303628136902
83,0.04695039996787953,0.04695039996787953
84,0.05958242251461182,0.05958242251461182
85,-0.020341081059591336,-0.020341081059591336
86,0.02675709087845675,0.02675709087845675
87,0.007046070460704571,-0.0021157093538234713
88,0.03138267341155813,0.03138267341155813
89,-0.0033486738239969214,-0.0033486738239969214
90,0.1088088292522303,0.09541648416265838
91,0.018523027003113778,0.0378948014881892
92,0.17426799967364523,0.025257175414341092
93,0.0028633710456017424,0.0028633710456017424
94,-0.0014785819393338538,-0.0014785819393338538
95,-0.022427275925862914,-0.016015721173446223
96,0.0070744003236017945,0.0070744003236017945
97,0.054864667154352675,0.054864667154352675
98,-0.02719797596457914,0.0037467288804865725
99,0.014805836777056646,0.014805836777056646
100,-0.02597795053365018,-0.008624257268507815
101,0.0344063967995969,0.0010000858059004054
102,0.03829183526110218,0.010067836537693484
103,0.07227768579075394,0.055711644733990706
104,0.006841711235603765,-0.006750465549348268
105,0.017151213463076086,0.045778854997049076
106,0.0317615177731771,-0.0035110151223969894
107,0.00010508617065985601,0.032598091386405494
108,0.021355518184619324,-0.06649009303628173
109,0.030535253616117267,0.030535253616117267
110,0.01572710688964961,0.01572710688964961
111,-0.003627742005014749,-0.003627742005014749
112,0.02602649153494268,0.02602649153494268
113,0.015779476645197955,0.00855048474413789
114,0.17781594160062814,0.09901653453613006
115,-0.009246173569764662,0.008748029406100422
116,0.05780226869530285,0.05487386977708478
117,0.04104733875431059,0.04104733875431059
118,0.02801077508089502,0.08743295520444579
119,0.036712889169828664,0.05697489629571417
120,0.028489414364742362,0.028489414364742362
121,0.0401153727495825,-0.004686863396668894
122,0.11138638638818911,0.11138638638818911
123,-0.0019680110141908663,0.007088663476318654
124,0.017229987074629183,0.017229987074629183
125,-0.010420590081607147,-0.010420590081607147
126,0.03921373685990168,0.010598900953038379
127,0.11093752884422999,0.021615036516597193
128,0.0543194640102268,0.028093787602857644
129,0.05321470465249277,0.03812644716415111
130,0.06513683016450554,0.033748533640506555
131,-0.0038328902252647633,0.028225967069762947
132,0.040894634825814596,0.04429069147306137
133,-0.012023504640632347,0.005883235209231417
134,0.01965844317528947,0.020658415699442663
135,0.032004089142634216,0.0543853167015911
136,0.045673380622104826,0.021035272644249994
137,0.004886101644588541,-0.0038121803812182255
138,0.04470813277294285,0.04470813277294285
139,0.05391562365043932,0.045638174473716084
140,0.00876099720221609,-0.008777974563956922
141,0.020779688153608224,0.006556180371442832
142,0.0076461738216440775,0.003300572099163792
143,0.04242221429051555,0.10864804341708094
144,-0.09197914089334858,-0.09197914089334858
145,-0.00021387932785466878,0.014629159493253498
146,0.07812629029158455,0.017231812336992246
147,0.03434085252955835,0.031860650088595954
148,0.028645323046970733,-0.0032035270062864877
149,0.01794760250099822,0.01794760250099822
150,0.1349253182425148,0.06812247513380244
151,0.11367610082565979,0.038507738068912
152,0.03878113209108407,0.01580821782383394
153,-0.006355951549626275,-0.024874285026424484
154,0.044057384027257056,0.016112246391221698
155,0.03894483538799618,0.03894483538799618
156,0.03687493542701381,0.028020928477754708
157,0.0008785486597160656,0.0030199949401192574
158,-0.0013140604467806924,0.007039343639835932
159,0.002768128502810785,0.002768128502810785
160,0.0017151112706094514,0.0017151112706094514
161,0.03783149154044744,0.007906355704151493
162,0.012217251851661039,0.012217251851661039
163,0.01841076177990429,0.014721433487644568
164,0.012634967381992775,0.012634967381992775
165,0.07452043385786117,0.07452043385786117
166,0.11837099397400391,0.18311564222158003
167,0.02546315764819114,-0.045763088235665494
168,0.03262097564328399,0.03262097564328399
169,0.003690934820075285,0.003690934820075285
170,-0.0020775916896332678,-0.0020775916896332678
